epoch,sat,constellation,residual_mm,S_phase_mm2,NIS,gate_mode,accepted,K_amb,clk_sigma_mm,amb_sigma_mm
749,E25,E,-8.8891,300000376710.4046,2.63384764e-10,absolute,1,0.000000,547722.8968,77.6625
749,E34,E,23.0705,300000376823.9933,1.77415642e-09,absolute,1,0.000000,547722.8968,78.3504
749,G01,G,-26.8322,300000376711.4688,2.39987828e-09,absolute,1,0.000000,547722.8968,74.2216
749,G13,G,0.3414,300000376734.4703,3.88496902e-13,absolute,1,0.000000,547722.8968,74.3936
749,G17,G,-27.9913,300000376672.3686,2.61170118e-09,absolute,1,0.000000,547722.8968,74.0922
749,G19,G,-28.1510,300000376679.0107,2.64158813e-09,absolute,1,0.000000,547722.8968,74.1181
749,G22,G,-10.8759,300000376697.4861,3.94282380e-10,absolute,1,0.000000,547722.8968,74.1665
750,E34,E,-21.5766,300000000129.7115,1.55183412e-09,absolute,1,0.000000,547722.5625,77.7201
750,G13,G,-37.1837,300000000065.6877,4.60876914e-09,absolute,1,0.000000,547722.5625,73.8404
750,G22,G,-49.3271,300000000038.6401,8.11052723e-09,absolute,1,0.000000,547722.5625,73.6633
753,G06,G,13.8566,300000742779.6561,6.40018792e-10,absolute,1,0.000001,547722.8968,609.4987
754,E34,E,-41.6991,300400187589.6712,5.78832849e-09,absolute,1,0.001332,547722.7278,20000.0000
758,E25,E,3.4360,300000378622.9971,3.93531576e-11,absolute,1,0.000000,547722.8987,76.7240
758,E34,E,-31.9178,300000747030.1463,3.39581679e-09,absolute,1,0.000001,547722.8987,612.0933
758,G01,G,5.4746,300000378628.6656,9.99026992e-11,absolute,1,0.000000,547722.8987,73.2126
758,G13,G,15.9561,300000378636.6937,8.48654839e-10,absolute,1,0.000000,547722.8987,73.3128
758,G17,G,5.7258,300000378589.0458,1.09281239e-10,absolute,1,0.000000,547722.8987,73.0847
758,G19,G,-8.6119,300000378594.4446,2.47218476e-10,absolute,1,0.000000,547722.8987,73.1106
758,G22,G,8.4447,300000378612.5782,2.37707275e-10,absolute,1,0.000000,547722.8987,73.1558
760,E02,E,29.5753,300000375808.9227,2.91565380e-09,absolute,1,0.000000,547722.8986,54.3951
760,E03,E,14.2483,300000375793.2595,6.76711279e-10,absolute,1,0.000000,547722.8986,54.2971
760,E05,E,9.7150,300000375842.2014,3.14606233e-10,absolute,1,0.000000,547722.8986,54.2004
760,G07,G,3.8213,300000375800.6435,4.86755797e-11,absolute,1,0.000000,547722.8986,51.8491
760,G14,G,30.3522,300000375807.3609,3.07085970e-09,absolute,1,0.000000,547722.8986,52.0422
760,G30,G,15.0815,300000375792.2144,7.58166948e-10,absolute,1,0.000000,547722.8986,51.9429
766,E05,E,9.3773,300400374555.1584,2.92723763e-10,absolute,1,0.001332,547722.8985,20000.0000
767,E02,E,-32.1742,300000375285.6749,3.45058481e-09,absolute,1,0.000000,547722.8982,54.2360
767,E03,E,-46.0090,300000375271.8672,7.05608261e-09,absolute,1,0.000000,547722.8982,54.1417
767,G07,G,-48.6208,300000375277.0166,7.87994574e-09,absolute,1,0.000000,547722.8982,51.6627
767,G14,G,-23.9485,300000375286.3821,1.91177268e-09,absolute,1,0.000000,547722.8982,51.8459
767,G30,G,-39.9782,300000375270.9283,5.32751755e-09,absolute,1,0.000000,547722.8982,51.7510
771,E25,E,34.4037,300000378267.4060,3.94536677e-09,absolute,1,0.000000,547722.8985,75.7971
771,G01,G,39.6345,300000378276.8884,5.23631218e-09,absolute,1,0.000000,547722.8985,72.2202
771,G17,G,37.0767,300000378234.5505,4.58225557e-09,absolute,1,0.000000,547722.8985,72.1080
771,G19,G,40.4368,300000378239.6562,5.45043356e-09,absolute,1,0.000000,547722.8985,72.1264
773,E25,E,47.1432,300000378237.9996,7.40826708e-09,absolute,1,0.000000,547722.8985,75.3839
773,G17,G,47.7040,300000378207.5029,7.58556605e-09,absolute,1,0.000000,547722.8985,71.6455
773,G19,G,47.1585,300000378211.8389,7.41306702e-09,absolute,1,0.000000,547722.8985,71.6630
774,E02,E,46.5355,300000007053.5901,7.21852156e-09,absolute,1,0.000000,547722.5622,54.0806
774,E03,E,38.5827,300000007043.5746,4.96209225e-09,absolute,1,0.000000,547722.5622,53.9882
774,G07,G,34.7777,300000007045.7359,4.03163249e-09,absolute,1,0.000000,547722.5622,51.4783
774,G14,G,35.3306,300000007052.4516,4.16082639e-09,absolute,1,0.000000,547722.5622,51.6547
774,G30,G,36.2243,300000007037.6851,4.37399286e-09,absolute,1,0.000000,547722.5622,51.5631
775,E25,E,-16.4479,300000007049.8311,9.01778625e-10,absolute,1,0.000000,547722.5600,74.9783
775,G01,G,-6.5262,300000007067.3544,1.41970713e-10,absolute,1,0.000000,547722.5600,71.2979
775,G13,G,26.6207,300000007062.5032,2.36220171e-09,absolute,1,0.000000,547722.5600,71.3375
775,G17,G,-4.0756,300000007022.5015,5.53691379e-11,absolute,1,0.000000,547722.5600,71.1910
775,G19,G,-10.2383,300000007027.3447,3.49406299e-10,absolute,1,0.000000,547722.5600,71.2067
775,G22,G,11.0442,300000007039.7600,4.06582578e-10,absolute,1,0.000000,547722.5600,71.2443
776,E05,E,-26.4660,300400005643.0706,2.33172560e-09,absolute,1,0.001332,547722.5622,20000.0000
776,E25,E,-27.3347,300000000043.6657,2.49061286e-09,absolute,1,0.000000,547722.5622,74.5916
776,G01,G,-10.4613,300000000058.1281,3.64797594e-10,absolute,1,0.000000,547722.5622,70.8527
776,G13,G,-2.7529,300000000051.9024,2.52620773e-11,absolute,1,0.000000,547722.5622,70.8739
776,G17,G,-29.8407,300000000015.7861,2.96822243e-09,absolute,1,0.000000,547722.5622,70.7483
776,G19,G,-29.6863,300000000018.8370,2.93759136e-09,absolute,1,0.000000,547722.5622,70.7634
776,G22,G,-5.4652,300000000035.8570,9.95610370e-11,absolute,1,0.000000,547722.5622,70.7963
779,E05,E,5.1234,300400374834.3605,8.73797644e-11,absolute,1,0.001332,547722.8987,20000.0000
781,E05,E,-28.3552,300400374947.3027,2.67648094e-09,absolute,1,0.001332,547722.8988,20000.0000
784,E25,E,-12.1671,300000378586.2755,4.93462254e-10,absolute,1,0.000000,547722.8990,74.1697
784,E34,E,22.6809,300000378688.8394,1.71474488e-09,absolute,1,0.000000,547722.8990,74.8615
784,G01,G,-40.8628,300000378601.7586,5.56588737e-09,absolute,1,0.000000,547722.8990,70.4007
784,G13,G,-13.4940,300000378592.0849,6.06961015e-10,absolute,1,0.000000,547722.8990,70.4111
784,G17,G,-38.4049,300000378557.0229,4.91644747e-09,absolute,1,0.000000,547722.8990,70.2975
784,G19,G,-36.2326,300000378560.4111,4.37599747e-09,absolute,1,0.000000,547722.8990,70.3122
784,G22,G,-13.2136,300000378577.3291,5.81999392e-10,absolute,1,0.000000,547722.8990,70.3419
786,E25,E,8.1237,300000378682.6124,2.19979959e-10,absolute,1,0.000000,547722.8991,73.7946
786,E34,E,24.4531,300000378729.0558,1.99318082e-09,absolute,1,0.000000,547722.8991,74.1627
786,G01,G,-11.8580,300000378698.5066,4.68707612e-10,absolute,1,0.000000,547722.8991,69.9710
786,G13,G,4.7593,300000378687.1441,7.55029240e-11,absolute,1,0.000000,547722.8991,69.9746
786,G17,G,-12.1418,300000378654.0697,4.91413534e-10,absolute,1,0.000000,547722.8991,69.8695
786,G19,G,-5.5591,300000378657.1025,1.03011633e-10,absolute,1,0.000000,547722.8991,69.8837
786,G22,G,10.5046,300000378673.7961,3.67820278e-10,absolute,1,0.000000,547722.8991,69.9108
793,E25,E,-26.1255,300000388218.3598,2.27513006e-09,absolute,1,0.000000,547722.9079,73.3982
793,E34,E,25.7636,300000388248.4612,2.21253966e-09,absolute,1,0.000000,547722.9079,73.6893
793,G13,G,-18.2426,300000388220.4901,1.10930826e-09,absolute,1,0.000000,547722.9079,69.5386
793,G17,G,-27.8147,300000388189.0342,2.57884981e-09,absolute,1,0.000000,547722.9079,69.4390
793,G19,G,-35.7913,300000388191.7983,4.27004994e-09,absolute,1,0.000000,547722.9079,69.4530
793,G22,G,-9.8356,300000388208.5252,3.22459888e-10,absolute,1,0.000000,547722.9079,69.4782
797,G06,G,37.6958,300000569926.5064,4.73656574e-09,absolute,1,0.000001,547722.9079,431.7944
801,G06,G,-20.6237,300000509121.7133,1.41778334e-09,absolute,1,0.000000,547722.9080,354.3251
803,E25,E,-49.6974,300000388329.2569,8.23277699e-09,absolute,1,0.000000,547722.9080,73.0068
804,G06,G,41.2452,300000099046.7092,5.67054391e-09,absolute,1,0.000000,547722.5619,307.6634
805,E02,E,-34.4545,300000078200.9157,3.95704479e-09,absolute,1,0.000000,547722.6269,53.7678
805,E03,E,-30.1470,300000078183.9898,3.02946548e-09,absolute,1,0.000000,547722.6269,53.6814
805,G07,G,-40.5834,300000078186.2705,5.49002717e-09,absolute,1,0.000000,547722.6269,51.1974
805,G14,G,-28.8049,300000078198.3293,2.76574126e-09,absolute,1,0.000000,547722.6269,51.3580
805,G30,G,-36.9069,300000078178.4937,4.54040414e-09,absolute,1,0.000000,547722.6269,51.2749
806,E25,E,-17.5779,300000006703.1498,1.02994685e-09,absolute,1,0.000000,547722.5600,72.6591
806,E34,E,-13.6736,300000006725.6499,6.23226802e-10,absolute,1,0.000000,547722.5600,72.8890
806,G13,G,-20.2716,300000006704.9902,1.36979193e-09,absolute,1,0.000000,547722.5600,68.7081
806,G17,G,-32.4660,300000006676.3096,3.51346519e-09,absolute,1,0.000000,547722.5600,68.6187
806,G19,G,-40.6298,300000006680.2728,5.50260719e-09,absolute,1,0.000000,547722.5600,68.6313
806,G22,G,-18.1806,300000006690.7283,1.10177498e-09,absolute,1,0.000000,547722.5600,68.6540
809,G01,G,18.2792,300400384298.9066,1.11227739e-09,absolute,1,0.001332,547722.9083,20000.0000
810,G17,G,47.3100,300000388232.8345,7.46076275e-09,absolute,1,0.000000,547722.9081,68.2243
810,G19,G,44.2842,300000388235.0472,6.53697107e-09,absolute,1,0.000000,547722.9081,68.2366
813,G06,G,42.2353,300000460302.3183,5.94604893e-09,absolute,1,0.000000,547722.9086,275.6401
818,E25,E,11.8269,300000389353.4097,4.66251775e-10,absolute,1,0.000000,547722.9091,71.9530
818,E34,E,38.0035,300000389362.1730,4.81420544e-09,absolute,1,0.000000,547722.9091,72.1505
818,G13,G,17.1789,300000389350.2959,9.83712003e-10,absolute,1,0.000000,547722.9091,67.9157
818,G17,G,-7.9682,300000389322.5108,2.11642725e-10,absolute,1,0.000000,547722.9091,67.8299
818,G19,G,-6.1310,300000389324.2770,1.25298445e-10,absolute,1,0.000000,547722.9091,67.8420
818,G22,G,20.8612,300000389339.9032,1.45063255e-09,absolute,1,0.000000,547722.9091,67.8634
820,E25,E,-21.3610,300000389539.0618,1.52097785e-09,absolute,1,0.000000,547722.9093,71.6311
820,E34,E,-8.8630,300000389543.1429,2.61844546e-10,absolute,1,0.000000,547722.9093,71.8088
820,G13,G,-12.8459,300000389535.9437,5.50058348e-10,absolute,1,0.000000,547722.9093,67.5368
820,G17,G,-35.8701,300000389509.6730,4.28887588e-09,absolute,1,0.000000,547722.9093,67.4542
820,G19,G,-38.9430,300000389511.0090,5.05518624e-09,absolute,1,0.000000,547722.9093,67.4661
820,G22,G,-12.0812,300000389526.3564,4.86516917e-10,absolute,1,0.000000,547722.9093,67.4856
822,E02,E,19.8009,300000387763.9786,1.30691238e-09,absolute,1,0.000000,547722.9095,53.5641
822,E03,E,6.3501,300000387758.4149,1.34412868e-10,absolute,1,0.000000,547722.9095,53.4811
822,G07,G,-15.3953,300000387760.2747,7.90045503e-10,absolute,1,0.000000,547722.9095,50.9845
822,G14,G,27.2427,300000387761.1991,2.47388483e-09,absolute,1,0.000000,547722.9095,51.1343
822,G30,G,-0.0744,300000387748.8682,1.84352928e-14,absolute,1,0.000000,547722.9095,51.0563
825,E25,E,4.2497,300000390158.0945,6.01997387e-11,absolute,1,0.000000,547722.9099,71.2952
825,E34,E,29.1961,300000390159.4567,2.84137091e-09,absolute,1,0.000000,547722.9099,71.4365
825,G13,G,24.8081,300000390154.2423,2.05146723e-09,absolute,1,0.000000,547722.9099,67.1540
825,G17,G,2.4676,300000390129.1533,2.02967858e-11,absolute,1,0.000000,547722.9099,67.0787
825,G19,G,5.6311,300000390130.4283,1.05698340e-10,absolute,1,0.000000,547722.9099,67.0898
825,G22,G,19.5942,300000390144.6522,1.27977877e-09,absolute,1,0.000000,547722.9099,67.1069
829,E25,E,-12.1836,300000390722.5778,4.94803283e-10,absolute,1,0.000000,547722.9105,70.9735
829,E34,E,5.5119,300000390721.0614,1.01268174e-10,absolute,1,0.000000,547722.9105,71.1043
829,G13,G,-1.7090,300000390718.1334,9.73596440e-12,absolute,1,0.000000,547722.9105,66.7859
829,G17,G,-10.5594,300000390693.8553,3.71670496e-10,absolute,1,0.000000,547722.9105,66.7127
829,G19,G,-20.9759,300000390694.7606,1.46662119e-09,absolute,1,0.000000,547722.9105,66.7237
829,G22,G,-1.2248,300000390709.0348,5.00072510e-12,absolute,1,0.000000,547722.9105,66.7393
830,E02,E,22.9735,300000006391.0334,1.75927404e-09,absolute,1,0.000000,547722.5616,53.4185
830,E03,E,18.1392,300000006392.5035,1.09676432e-09,absolute,1,0.000000,547722.5616,53.3373
830,G07,G,0.2395,300000006394.8611,1.91145566e-13,absolute,1,0.000000,547722.5616,50.8093
830,G14,G,19.8519,300000006389.8322,1.31365934e-09,absolute,1,0.000000,547722.5616,50.9515
830,G30,G,19.1180,300000006380.7393,1.21832162e-09,absolute,1,0.000000,547722.5616,50.8768
838,E25,E,-26.1234,300000392290.5746,2.27476799e-09,absolute,1,0.000000,547722.9119,70.6270
838,E34,E,-14.5012,300000392285.6781,7.00951218e-10,absolute,1,0.000000,547722.9119,70.7341
838,G13,G,-38.1224,300000392284.9820,4.84438510e-09,absolute,1,0.000000,547722.9119,66.4117
838,G17,G,-48.9854,300000392261.2888,7.99856132e-09,absolute,1,0.000000,547722.9119,66.3437
838,G22,G,-13.2756,300000392275.6207,5.87471499e-10,absolute,1,0.000000,547722.9119,66.3679
842,G06,G,16.1614,300000452261.9504,8.70634542e-10,absolute,1,0.000000,547722.9127,251.9432
845,E25,E,-28.7498,300000393715.4186,2.75516876e-09,absolute,1,0.000000,547722.9133,70.3002
845,E34,E,-34.1869,300000393706.9136,3.89580773e-09,absolute,1,0.000000,547722.9133,70.3991
845,G13,G,-24.3037,300000393708.9785,1.96890182e-09,absolute,1,0.000000,547722.9133,66.0531
845,G17,G,-46.3401,300000393685.9655,7.15802194e-09,absolute,1,0.000000,547722.9133,65.9865
845,G22,G,-15.7393,300000393699.7619,8.25749167e-10,absolute,1,0.000000,547722.9133,66.0094
846,E25,E,-4.6331,300000000048.6233,7.15528217e-11,absolute,1,0.000000,547722.5615,70.0122
846,E34,E,2.5234,300000000039.1689,2.12258460e-11,absolute,1,0.000000,547722.5615,70.1055
846,G13,G,6.5397,300000000041.7496,1.42556752e-10,absolute,1,0.000000,547722.5615,65.7126
846,G17,G,-7.0292,300000000019.7123,1.64697182e-10,absolute,1,0.000000,547722.5615,65.6471
846,G19,G,-17.9317,300000000020.5683,1.07181818e-09,absolute,1,0.000000,547722.5615,65.6578
846,G22,G,13.3906,300000000031.9435,5.97695618e-10,absolute,1,0.000000,547722.5615,65.6687
847,G06,G,29.1817,300000058545.3284,2.83856791e-09,absolute,1,0.000000,547722.5615,233.6747
850,E25,E,-2.1922,300000394784.6393,1.60195394e-11,absolute,1,0.000000,547722.9143,69.7122
850,E34,E,-40.7103,300000394773.3594,5.52441918e-09,absolute,1,0.000000,547722.9143,69.8019
850,G13,G,-31.6724,300000394778.0488,3.34378913e-09,absolute,1,0.000000,547722.9143,65.3724
850,G17,G,-42.5915,300000394756.4623,6.04679233e-09,absolute,1,0.000000,547722.9143,65.3079
850,G19,G,-49.8342,300000394756.3821,8.27814344e-09,absolute,1,0.000000,547722.9143,65.3185
850,G22,G,-23.9981,300000394769.3549,1.91970069e-09,absolute,1,0.000000,547722.9143,65.3284
851,E34,E,48.7818,300000000039.4841,7.93222097e-09,absolute,1,0.000000,547722.5614,69.5207
851,G06,G,-8.3433,300000051925.5462,2.32035779e-10,absolute,1,0.000000,547722.5614,219.1384
851,G17,G,44.5848,300000000022.6678,6.62601450e-09,absolute,1,0.000000,547722.5614,64.9801
851,G19,G,37.7100,300000000021.8060,4.74014321e-09,absolute,1,0.000000,547722.5614,64.9906
854,E25,E,-15.8939,300000395386.3515,8.42054272e-10,absolute,1,0.000000,547722.9152,67.1128
854,E34,E,-0.3648,300000395373.1817,4.43557672e-13,absolute,1,0.000000,547722.9152,67.1972
854,G06,G,-10.6544,300000395380.5435,3.78389685e-10,absolute,1,0.000000,547722.9152,62.4521
854,G13,G,-8.2175,300000395379.4883,2.25092488e-10,absolute,1,0.000000,547722.9152,62.2794
854,G17,G,-12.1607,300000395358.1013,4.92940209e-10,absolute,1,0.000000,547722.9152,62.2123
854,G19,G,-24.1251,300000395357.6992,1.94006248e-09,absolute,1,0.000000,547722.9152,62.2225
854,G22,G,1.8819,300000395370.5750,1.18051111e-11,absolute,1,0.000000,547722.9152,62.2338
855,E25,E,39.6329,300000000064.1571,5.23589158e-09,absolute,1,0.000000,547722.5611,66.8745
855,G13,G,49.3085,300000000056.0043,8.10442763e-09,absolute,1,0.000000,547722.5611,61.9965
855,G17,G,49.8679,300000000035.2502,8.28935386e-09,absolute,1,0.000000,547722.5611,61.9303
855,G19,G,38.4726,300000000034.0742,4.93381280e-09,absolute,1,0.000000,547722.5611,61.9405
857,E02,E,34.0848,300000394750.9778,3.87257876e-09,absolute,1,0.000000,547722.9160,53.1608
857,E03,E,46.1920,300000394751.7784,7.11233422e-09,absolute,1,0.000000,547722.9160,53.0841
857,G07,G,24.5492,300000394754.4630,2.00887433e-09,absolute,1,0.000000,547722.9160,50.5680
857,G14,G,26.9045,300000394748.1698,2.41283941e-09,absolute,1,0.000000,547722.9160,50.6986
857,G30,G,28.7259,300000394738.5699,2.75057816e-09,absolute,1,0.000000,547722.9160,50.6295
858,E02,E,43.2848,300000000035.8319,6.24523237e-09,absolute,1,0.000000,547722.5599,53.0609
858,G07,G,30.7361,300000000031.7659,3.14902918e-09,absolute,1,0.000000,547722.5599,50.4256
858,G14,G,40.2035,300000000028.8735,5.38773918e-09,absolute,1,0.000000,547722.5599,50.5514
858,G30,G,31.1363,300000000015.7155,3.23156092e-09,absolute,1,0.000000,547722.5599,50.4841
869,G19,G,48.8031,300000399429.0397,7.93912114e-09,absolute,1,0.000000,547722.9190,61.6400
870,E25,E,6.0978,300000000066.6284,1.23943319e-10,absolute,1,0.000000,547722.5610,66.3294
870,E34,E,1.7698,300000000046.8492,1.04410326e-11,absolute,1,0.000000,547722.5610,66.3877
870,G06,G,-8.8907,300000000044.7261,2.63480694e-10,absolute,1,0.000000,547722.5610,61.4809
870,G13,G,1.3517,300000000051.0689,6.09020201e-12,absolute,1,0.000000,547722.5610,61.4206
870,G17,G,-10.3052,300000000030.9110,3.53991498e-10,absolute,1,0.000000,547722.5610,61.3592
870,G19,G,-20.0421,300000000025.7651,1.33895444e-09,absolute,1,0.000000,547722.5610,61.3697
870,G22,G,2.2704,300000000042.9041,1.71828462e-11,absolute,1,0.000000,547722.5610,61.3782
874,E25,E,2.7588,300000400914.9616,2.53699775e-11,absolute,1,0.000000,547722.9204,66.0847
874,E34,E,9.4464,300000400897.3962,2.97445572e-10,absolute,1,0.000000,547722.9204,66.1374
874,G06,G,15.0086,300000400892.0661,7.50856490e-10,absolute,1,0.000000,547722.9204,61.1784
874,G13,G,11.2368,300000400907.6664,4.20881800e-10,absolute,1,0.000000,547722.9204,61.1480
874,G17,G,4.0664,300000400886.9204,5.51187301e-11,absolute,1,0.000000,547722.9204,61.0875
874,G19,G,-0.4005,300000400885.3663,5.34742380e-13,absolute,1,0.000000,547722.9204,61.0981
874,G22,G,2.1201,300000400896.7266,1.49823049e-11,absolute,1,0.000000,547722.9204,61.1052
875,E34,E,-47.7954,300000000031.1915,7.61467110e-09,absolute,1,0.000000,547722.5610,65.9105
875,G06,G,-42.5870,300000000024.0764,6.04550352e-09,absolute,1,0.000000,547722.5610,60.9031
875,G13,G,-45.0206,300000000042.2103,6.75619562e-09,absolute,1,0.000000,547722.5610,60.8852
876,E25,E,-0.4655,300000000056.2482,7.22408298e-13,absolute,1,0.000000,547722.5609,65.6418
876,E34,E,19.9477,300000000030.6505,1.32637509e-09,absolute,1,0.000000,547722.5609,65.6886
876,G06,G,25.7108,300000000023.3030,2.20348200e-09,absolute,1,0.000000,547722.5609,60.6380
876,G13,G,20.2271,300000000043.4548,1.36378183e-09,absolute,1,0.000000,547722.5609,60.6269
876,G17,G,0.7645,300000000027.8220,1.94803174e-12,absolute,1,0.000000,547722.5609,60.5673
876,G19,G,-0.3827,300000000023.8940,4.88109730e-13,absolute,1,0.000000,547722.5609,60.5779
876,G22,G,7.4518,300000000037.1549,1.85096572e-10,absolute,1,0.000000,547722.5609,60.5839
880,G07,G,38.0721,300000401522.2729,4.83161281e-09,absolute,1,0.000000,547722.9222,50.2140
881,E25,E,-31.8652,300000005669.9086,3.38462820e-09,absolute,1,0.000000,547722.5599,65.3999
881,E34,E,-15.4375,300000005651.8907,7.94384037e-10,absolute,1,0.000000,547722.5599,65.4445
881,G06,G,-11.7648,300000005647.6321,4.61372054e-10,absolute,1,0.000000,547722.5599,60.3714
881,G13,G,-20.5982,300000005666.9631,1.41429061e-09,absolute,1,0.000000,547722.5599,60.3648
881,G17,G,-28.8326,300000005650.8802,2.77105615e-09,absolute,1,0.000000,547722.5599,60.3058
881,G19,G,-32.7091,300000005651.2159,3.56628468e-09,absolute,1,0.000000,547722.5599,60.3165
881,G22,G,-16.7713,300000005658.1292,9.37591009e-10,absolute,1,0.000000,547722.5599,60.3214
883,E25,E,-26.6529,300000406889.8796,2.36792411e-09,absolute,1,0.000000,547722.9260,65.1815
883,E34,E,-27.3080,300000406869.3889,2.48576069e-09,absolute,1,0.000000,547722.9260,65.2243
883,G06,G,-23.7125,300000406863.0874,1.87427784e-09,absolute,1,0.000000,547722.9260,60.1178
883,G13,G,-29.1230,300000406882.4537,2.82716587e-09,absolute,1,0.000000,547722.9260,60.1147
883,G17,G,-37.4142,300000406863.3121,4.66606836e-09,absolute,1,0.000000,547722.9260,60.0562
883,G19,G,-35.3706,300000406861.0533,4.17025870e-09,absolute,1,0.000000,547722.9260,60.0669
883,G22,G,-27.9938,300000406871.5814,2.61216531e-09,absolute,1,0.000000,547722.9260,60.0709
887,G11,G,48.0669,300400404781.3034,7.69116575e-09,absolute,1,0.001332,547722.9269,20000.0000
890,E02,E,-22.5551,300000401858.4425,1.69577926e-09,absolute,1,0.000000,547722.9225,52.6963
890,E03,E,19.5829,300000401867.4165,1.27829348e-09,absolute,1,0.000000,547722.9225,52.6258
