epoch,sod,sat,const,elevation_deg,birth_mm,birth_cycles,birth_sigma_mm,observed_lif_mm,predicted_noamb_mm,rho_geom_mm,sat_clk_mm,rec_clk_mm,isb_mm,tropo_hydro_mm,tropo_wet_mm,relativity_mm,shapiro_mm,solid_earth_mm,apc_sat_mm,apc_rec_mm,pcv_sat_mm,pcv_rec_mm,osb_if_phase_mm,windup_mm,windup_cycles,is_startup,is_first2h,birth_innovation_mm,birth_NIS,birth_predicted_sigma_mm
370,11100.0,G03,G,17.930,-4228.8133,-29.806338,20000.0000,23884405355.4414,23884409584.2548,24057377563.6282,-172974533.0707,-1319.9575,0.0000,6711.4779,370.6624,-753.2332,16.3511,-0.0007,-1462.3807,-14.9993,23.5000,-1.5692,-16.8706,113.8588,0.802522,0,0,0.0000,0.00000000e+00,20009.2480
370,11100.0,G27,G,23.360,3881.6326,27.359272,20000.0000,23006026474.7769,23006022593.1443,22995362942.6550,10654640.1320,-1319.9575,0.0000,5237.6504,288.4563,-771.3754,15.6052,-0.0009,-1412.3270,-15.6336,23.5000,-6.2715,8.9645,9.8937,0.069735,0,0,0.0000,0.00000000e+00,20009.2406
372,11160.0,G27,G,23.031,3778.4526,26.632019,20000.0000,23036718382.8148,23036714604.3622,23026054477.8438,10654805.7946,-1170.2000,0.0000,5307.1778,292.4618,-858.1653,15.6384,-0.0009,-1413.1383,-15.3928,23.5000,-6.0185,8.9645,9.9368,0.070038,0,0,0.0000,0.00000000e+00,20009.2467
373,11190.0,G03,G,17.454,-4429.4131,-31.220244,20000.0000,23931439754.8559,23931444184.2690,24104411557.0140,-172974231.6281,-1141.2492,0.0000,6883.7846,380.5902,-696.9362,16.4043,-0.0007,-1462.8048,-14.6204,23.5000,-1.0823,-16.8706,114.1194,0.804358,0,0,0.0000,0.00000000e+00,20009.2577
375,11250.0,G27,G,22.534,3382.2414,23.839366,20000.0000,23083349435.1559,23083346052.9145,23072684910.7994,10655053.3152,-647.7586,0.0000,5416.0648,298.7182,-988.2239,15.6889,-0.0008,-1414.3425,-15.0281,23.5000,-5.6365,8.9645,9.9977,0.070468,0,0,0.0000,0.00000000e+00,20009.2569
376,11280.0,G03,G,16.983,3196.5159,22.530300,20000.0000,23978226450.3413,23978223253.8255,24151189744.5090,-172973936.8177,-688.4693,0.0000,7063.7576,390.9642,-640.5248,16.4575,-0.0007,-1463.2547,-14.2438,23.5000,-0.6000,-16.8706,114.3795,0.806191,0,0,0.0000,0.00000000e+00,20009.3918
378,11340.0,G03,G,16.671,3301.2826,23.268737,20000.0000,24009264347.7089,24009261046.4263,24182227363.7765,-172973734.5305,-811.7354,0.0000,7188.2241,398.1212,-602.8591,16.4929,-0.0006,-1463.5689,-13.9940,23.5000,-0.2810,-16.8706,114.5527,0.807412,0,0,0.0000,0.00000000e+00,20009.2764
378,11340.0,G27,G,22.033,3529.9361,24.880377,20000.0000,23130681005.8303,23130677475.8942,23120015997.6554,10655301.7653,-811.7354,0.0000,5530.8066,305.3019,-1118.1121,15.7404,-0.0008,-1415.5313,-14.6593,23.5000,-5.2515,8.9645,10.0541,0.070865,0,0,0.0000,0.00000000e+00,20009.2682
379,11370.0,G27,G,21.865,3609.6459,25.442203,20000.0000,23146611601.7904,23146607992.1445,23135946543.7484,10655384.6601,-1009.7627,0.0000,5570.4258,307.5719,-1161.3665,15.7578,-0.0008,-1415.9241,-14.5354,23.5000,-5.1225,8.9645,10.0720,0.070991,0,0,0.0000,0.00000000e+00,20009.2722
381,11430.0,G03,G,16.207,3457.8318,24.372157,20000.0000,24055590672.9797,24055587215.1480,24228553566.4152,-172973436.2595,-1292.8143,0.0000,7382.0129,409.2740,-546.2808,16.5460,-0.0006,-1464.0616,-13.6212,23.5000,0.1935,-16.8706,114.8122,0.809241,0,0,0.0000,0.00000000e+00,20009.3728
395,11850.0,G27,G,19.130,45355.8214,319.685650,20000.0000,23411547878.6597,23411502522.8383,23400838726.3868,10656701.3633,-1450.5559,0.0000,6314.2559,344.8363,-1849.8008,16.0493,-0.0007,-1421.9706,-12.4974,23.5000,-2.7976,8.9645,10.2918,0.072541,0,0,0.0000,0.00000000e+00,20009.4465
396,11880.0,G27,G,18.956,45711.6800,322.193882,20000.0000,23428704241.2798,23428658529.5998,23417994655.3070,10656784.0581,-1555.9434,0.0000,6368.7316,347.9428,-1892.5556,16.0684,-0.0007,-1422.3334,-12.3667,23.5000,-2.6197,8.9645,10.3015,0.072609,0,0,0.0000,0.00000000e+00,20009.4508
397,11910.0,G27,G,18.782,45556.4903,321.100043,20000.0000,23445927830.8745,23445882274.3842,23435218193.3783,10656864.7393,-1531.5648,0.0000,6424.3012,351.1113,-1935.2733,16.0876,-0.0006,-1422.6944,-12.2357,23.5000,-2.4414,8.9645,10.3108,0.072675,0,0,0.0000,0.00000000e+00,20009.4554
402,12060.0,G27,G,17.906,51795.6642,365.076193,20000.0000,23533048828.2330,23532997032.5688,23522332195.5726,10657277.9215,-1714.9505,0.0000,6719.6573,367.9505,-2148.2786,16.1850,-0.0006,-1424.4728,-11.5752,23.5000,-1.5455,8.9645,10.3501,0.072951,0,0,0.0000,0.00000000e+00,20009.4802
403,12090.0,G27,G,17.731,51754.0339,364.782766,20000.0000,23550668100.3462,23550616346.3123,23539950671.5820,10657360.7425,-1069.0975,0.0000,6782.4672,371.5224,-2190.7571,16.2047,-0.0006,-1424.8231,-11.4421,23.5000,-1.3655,8.9645,10.3565,0.072997,0,0,0.0000,0.00000000e+00,20009.4856
404,12120.0,G27,G,17.554,51890.7038,365.746069,20000.0000,23568350475.8653,23568298585.1615,23557633169.9692,10657443.8914,-1522.2027,0.0000,6846.6085,375.1637,-2233.1926,16.2246,-0.0006,-1425.1717,-11.3087,23.5000,-1.1852,8.9645,10.3626,0.073039,0,0,0.0000,0.00000000e+00,20009.4911
405,12150.0,G27,G,17.378,51890.7612,365.746473,20000.0000,23586096578.5548,23586044687.7936,23575379172.8276,10657525.2005,-1615.5697,0.0000,6912.1207,378.8909,-2275.5843,16.2446,-0.0006,-1425.5184,-11.1749,23.5000,-1.0046,8.9645,10.3681,0.073079,0,0,0.0000,0.00000000e+00,20009.4878
406,12180.0,G27,G,17.201,51815.5824,365.216584,20000.0000,23603906142.5664,23603854326.9840,23593188160.5911,10657609.5713,-1161.7935,0.0000,6979.0446,382.6992,-2317.9311,16.2646,-0.0006,-1425.8634,-11.0409,23.5000,-0.8238,8.9645,10.3732,0.073114,0,0,0.0000,0.00000000e+00,20009.6451
407,12210.0,G27,G,17.024,51660.5357,364.123753,20000.0000,23621777320.0919,23621725659.5562,23611059612.4682,10657691.2862,-1477.5961,0.0000,7047.4229,386.6012,-2360.2322,16.2848,-0.0006,-1426.2066,-10.9065,23.5000,-0.6427,8.9645,10.3779,0.073147,0,0,0.0000,0.00000000e+00,20009.6484
408,12240.0,G27,G,16.847,51776.3255,364.939886,20000.0000,23639711213.0152,23639659436.6897,23628993006.4949,10657771.9181,-1291.4533,0.0000,7117.3001,390.6001,-2402.4867,16.3051,-0.0005,-1426.5480,-10.7718,23.5000,-0.4614,8.9645,10.3820,0.073177,0,0,0.0000,0.00000000e+00,20009.5148
409,12270.0,G27,G,16.670,51428.1056,362.485495,20000.0000,23657706106.9554,23657654678.8498,23646987819.5089,10657853.8587,-1062.1633,0.0000,7188.7221,394.6846,-2444.6937,16.3254,-0.0005,-1426.8877,-10.6368,23.5000,-0.2798,8.9645,10.3858,0.073203,0,0,0.0000,0.00000000e+00,20009.6554
410,12300.0,G27,G,16.492,51347.2730,361.915755,20000.0000,23675761959.8296,23675710612.5566,23665043527.3828,10657936.0780,-1038.1004,0.0000,7261.7371,398.8591,-2486.8525,16.3459,-0.0005,-1427.2255,-10.5015,23.5000,-0.0980,8.9645,10.3890,0.073226,0,0,0.0000,0.00000000e+00,20009.6592
411,12330.0,G27,G,16.314,51710.6169,364.476746,20000.0000,23693878235.1030,23693826524.4860,23683159603.6303,10658018.1565,-1405.7264,0.0000,7336.3952,403.1185,-2528.9619,16.3664,-0.0005,-1427.5616,-10.3659,23.5000,0.0841,8.9645,10.3919,0.073246,0,0,0.0000,0.00000000e+00,20009.6631
425,12750.0,G30,G,18.117,-11892.8236,-83.825293,20000.0000,24050538196.4961,24050550089.3197,24084406904.9966,-33860400.2280,-1392.5870,0.0000,6645.9566,363.6841,2070.5974,16.3569,-0.0007,-1507.3067,-15.4226,23.5000,-1.7613,15.0989,41.9247,0.295502,0,0,0.0000,0.00000000e+00,20000.1088
427,12810.0,G02,G,18.164,5520.1751,38.908363,20000.0000,23462935150.7341,23462929630.5590,23472846244.6644,-9928425.7057,-1286.7028,0.0000,6629.8994,355.5182,-6057.9542,16.1406,-0.0005,-662.9522,-12.0560,40.6000,-1.8090,-40.9596,-7.3241,-0.051623,0,0,0.0000,0.00000000e+00,20009.6594
429,12870.0,E09,E,36.150,4289.2055,29.735662,20000.0000,25451379977.6367,25451375688.4312,25390384230.1179,60985242.8072,-1371.9052,3997.5873,3535.9619,182.6375,114.9982,15.5805,-0.0011,-987.4460,-27.5261,-15.0313,-14.3252,-20.9682,-12.2233,-0.084740,0,0,0.0000,0.00000000e+00,20000.1145
433,12990.0,E09,E,35.564,4203.6965,29.142856,20000.0000,25497298048.3533,25497293844.6568,25436301887.4411,60985695.0411,-1370.2964,3992.8545,3585.9721,185.5933,118.2837,15.6257,-0.0010,-987.9289,-27.1176,-15.0313,-14.2585,-20.9682,-12.2895,-0.085199,0,0,0.0000,0.00000000e+00,20009.7837
437,13110.0,E09,E,34.973,4290.7044,29.746054,20000.0000,25544039655.4423,25544035364.7379,25483042968.6141,60986127.9707,-1413.2144,3994.2041,3638.2361,184.0120,121.5365,15.6719,-0.0010,-988.4663,-26.7027,-15.0313,-14.1877,-20.9682,-12.3505,-0.085622,0,0,0.0000,0.00000000e+00,20000.1120
437,13110.0,G02,G,18.807,333.0644,2.347569,20000.0000,23411846134.1195,23411845801.0551,23421763042.1053,-9929115.8316,-1413.2144,0.0000,6416.1799,325.9662,-6491.6434,16.0740,-0.0005,-663.2312,-12.4752,40.6000,-2.4672,-40.9596,-6.6839,-0.047111,0,0,0.0000,0.00000000e+00,20000.1063
441,13230.0,E16,E,30.023,6728.0872,46.643634,20000.0000,25896073161.3242,25896066433.2370,25892581922.4563,3477553.5614,-1174.2727,3996.0263,4162.9828,209.2477,227.3395,16.0922,-0.0009,-1024.9886,-24.2993,-12.5451,-12.9716,41.6710,-130.7650,-0.906551,0,0,0.0000,0.00000000e+00,20000.1084
443,13290.0,E09,E,34.078,4345.3050,30.124582,20000.0000,25615668352.8731,25615664007.5680,25554670661.0361,60986787.3641,-1204.7731,3995.2765,3721.1123,187.1592,126.3499,15.7430,-0.0010,-989.3758,-26.0689,-15.0313,-13.9679,-20.9682,-12.4324,-0.086190,0,0,0.0000,0.00000000e+00,20009.6808
446,13380.0,E16,E,29.340,6731.9972,46.670741,20000.0000,25954775804.1917,25954769072.1945,25951284754.5194,3477663.6480,-1571.4437,3997.1227,4250.0021,212.9712,225.5508,16.1526,-0.0009,-1024.9731,-23.7706,-12.5451,-12.6811,41.6710,-131.0536,-0.908552,0,0,0.0000,0.00000000e+00,20009.7012
448,13440.0,E16,E,29.070,6987.3023,48.440688,20000.0000,25978182743.0672,25978175755.7649,25974691443.4266,3477707.1562,-1660.0648,3998.7260,4285.6548,214.6116,224.8119,16.1767,-0.0009,-1024.9688,-23.5600,-12.5451,-12.5643,41.6710,-131.1697,-0.909357,0,0,0.0000,0.00000000e+00,20009.7166
450,13500.0,E09,E,33.022,4735.7971,32.831736,20000.0000,25701480181.8743,25701475446.0772,25640482049.3150,60987575.8733,-2050.4185,3999.3118,3825.1112,191.6661,131.8697,15.8287,-0.0009,-990.5924,-25.3125,-15.0313,-13.7085,-20.9682,-12.5135,-0.086752,0,0,0.0000,0.00000000e+00,20009.7344
451,13530.0,E16,E,28.667,7058.6529,48.935338,20000.0000,26013207027.0369,26013199968.3840,26009715981.8496,3477769.6045,-2108.6153,4000.1335,4340.0611,217.7534,223.6794,16.2129,-0.0008,-1024.9644,-23.2451,-12.5451,-12.3904,41.6710,-131.3445,-0.910569,0,0,0.0000,0.00000000e+00,20009.7409
452,13560.0,G17,G,19.062,1694.8373,11.945879,20000.0000,23455988749.5315,23455987054.6941,23439396490.2735,16583598.0677,-1947.5697,0.0000,6335.4531,319.1398,-2205.4014,16.0571,-0.0006,-692.6006,-16.8293,40.6000,-2.7280,-35.9865,-31.4608,-0.221748,0,0,0.0000,0.00000000e+00,20009.5644
454,13620.0,E16,E,28.267,6955.0174,48.216867,20000.0000,26048123947.2448,26048116992.2274,26044632505.2169,3477838.1544,-1737.1052,4000.4337,4395.6021,220.9559,222.5155,16.2491,-0.0008,-1024.9623,-22.9315,-12.5451,-12.2179,41.6710,-131.5202,-0.911786,0,0,0.0000,0.00000000e+00,20009.5829
456,13680.0,E16,E,28.003,6684.2156,46.339486,20000.0000,26071338697.8293,26071332013.6136,26067847217.7550,3477879.7917,-1509.7347,4000.2121,4433.2720,222.4169,221.7229,16.2733,-0.0008,-1024.9623,-22.7231,-12.5451,-12.1037,41.6710,-131.6377,-0.912601,0,0,0.0000,0.00000000e+00,20000.1040
457,13710.0,E16,E,27.871,6724.8363,46.621096,20000.0000,26082926615.0635,26082919890.2272,26079435024.1714,3477903.7523,-1483.0193,4001.5567,4452.3026,221.0927,221.3217,16.2853,-0.0008,-1024.9627,-22.6192,-12.5451,-12.0469,41.6710,-131.6966,-0.913010,0,0,0.0000,0.00000000e+00,20000.1028
458,13740.0,E16,E,27.740,6741.9966,46.740063,20000.0000,26094501120.5747,26094494378.5781,26091009515.6311,3477924.3864,-1523.5630,4001.4983,4471.4649,218.3165,220.9173,16.2974,-0.0008,-1024.9633,-22.5153,-12.5451,-11.9902,41.6710,-131.7557,-0.913419,0,0,0.0000,0.00000000e+00,20000.1024
458,13740.0,G01,G,16.742,4991.7591,35.183879,20000.0000,23874514978.4695,23874509986.7105,23975029757.3274,-100525127.5166,-1523.5630,0.0000,7159.6046,351.3075,688.9154,16.4197,-0.0004,-1902.9330,-12.0266,42.4000,-0.3534,11.6611,-12.5898,-0.088738,0,0,0.0000,0.00000000e+00,20000.0998
459,13770.0,E16,E,27.609,6724.2505,46.617035,20000.0000,26106062071.6914,26106055347.4409,26102570485.1731,3477945.2667,-1565.0109,4002.0219,4490.7598,217.9101,220.5097,16.3094,-0.0008,-1024.9642,-22.4117,-12.5451,-11.9337,41.6710,-131.8148,-0.913829,0,0,0.0000,0.00000000e+00,20000.1018
461,13830.0,E16,E,27.348,6733.4624,46.680898,20000.0000,26129142601.6059,26129135868.1435,26125650929.8806,3477986.4574,-1570.7987,4002.0882,4529.7516,218.4821,219.6842,16.3336,-0.0008,-1024.9668,-22.2048,-12.5451,-11.8211,41.6710,-131.9332,-0.914650,0,0,0.0000,0.00000000e+00,20000.1006
463,13890.0,E16,E,27.089,6626.4335,45.938901,20000.0000,26152166740.1046,26152160113.6711,26148674685.0312,3478029.3029,-1165.8183,4001.8620,4569.2858,220.7519,218.8471,16.3576,-0.0008,-1024.9704,-21.9985,-12.5451,-11.7092,41.6710,-132.0521,-0.915474,0,0,0.0000,0.00000000e+00,20009.8273
465,13950.0,E16,E,26.832,6758.3648,46.853538,20000.0000,26175131911.7157,26175125153.3509,26171640078.9820,3478073.2559,-1607.8972,4002.3491,4609.3706,223.0499,217.9973,16.3817,-0.0007,-1024.9749,-21.7929,-12.5451,-11.5979,41.6710,-132.1713,-0.916301,0,0,0.0000,0.00000000e+00,20009.8402
466,13980.0,E16,E,26.703,6955.7175,48.221720,20000.0000,26186592398.8855,26186585443.1680,26183100375.7029,3478093.7430,-1657.8115,4002.9698,4629.6219,224.2041,217.5676,16.3938,-0.0007,-1024.9776,-21.6903,-12.5451,-11.5425,41.6710,-132.2311,-0.916715,0,0,0.0000,0.00000000e+00,20009.8467
467,14010.0,E16,E,26.575,6850.7743,47.494183,20000.0000,26198037508.0132,26198030657.2388,26194545466.4724,3478113.6344,-1575.8785,4002.3874,4650.0140,225.3711,217.1347,16.4058,-0.0007,-1024.9805,-21.5879,-12.5451,-11.4873,41.6710,-132.2909,-0.917130,0,0,0.0000,0.00000000e+00,20009.8437
468,14040.0,E16,E,26.448,6933.3745,48.066823,20000.0000,26209467409.6367,26209460476.2622,26205975149.0410,3478135.2346,-1483.0407,4002.1777,4670.5478,226.5606,216.6985,16.4178,-0.0007,-1024.9836,-21.4856,-12.5451,-11.4322,41.6710,-132.3509,-0.917545,0,0,0.0000,0.00000000e+00,20004.8687
469,14070.0,E16,E,26.321,6744.8920,46.760136,20000.0000,26220881304.7272,26220874559.8351,26217389221.9803,3478156.5200,-1515.6080,4003.0639,4691.2244,226.4068,216.2590,16.4299,-0.0007,-1024.9870,-21.3836,-12.5451,-11.3773,41.6710,-132.4109,-0.917961,0,0,0.0000,0.00000000e+00,20000.0994
470,14100.0,E16,E,26.194,6762.7162,46.883705,20000.0000,26232279671.1683,26232272908.4521,26228787493.4638,3478177.6592,-1483.8844,4003.1503,4712.0449,229.2613,215.8165,16.4419,-0.0007,-1024.9907,-21.2817,-12.5451,-11.3226,41.6710,-132.4710,-0.918378,0,0,0.0000,0.00000000e+00,20000.0989
470,14100.0,G02,G,20.709,1994.6969,14.059408,20000.0000,23272331387.6193,23272329392.9224,23282248369.5559,-9931517.9590,-1483.8844,0.0000,5861.0213,285.7183,-7826.2187,15.8853,-0.0004,-663.8009,-13.7067,40.6000,-4.2333,-40.9596,-4.8120,-0.033917,0,0,0.0000,0.00000000e+00,20000.0933
472,14160.0,E16,E,25.941,6867.5369,47.610393,20000.0000,26255028013.1120,26255021145.5751,26251535800.7917,3478220.3428,-1644.2549,4005.1318,4754.1217,231.6566,214.9212,16.4659,-0.0007,-1024.9987,-21.0783,-12.5451,-11.2135,41.6710,-132.5915,-0.919214,0,0,0.0000,0.00000000e+00,20002.4536
473,14190.0,E16,E,25.816,6732.3314,46.673057,20000.0000,26266377899.3441,26266371167.0127,26262885452.7608,3478238.8793,-1315.8434,4004.6588,4775.3802,232.8727,214.4685,16.4779,-0.0007,-1025.0030,-20.9769,-12.5451,-11.1593,41.6710,-132.6519,-0.919632,0,0,0.0000,0.00000000e+00,20009.6800
474,14220.0,E16,E,25.691,6729.5875,46.654035,20000.0000,26277710939.9460,26277704210.3584,26274218510.4510,3478259.0453,-1373.2848,4003.1417,4796.7870,235.3919,214.0127,16.4899,-0.0007,-1025.0076,-20.8757,-12.5451,-11.1052,41.6710,-132.7124,-0.920052,0,0,0.0000,0.00000000e+00,20000.0982
475,14250.0,E16,E,25.566,7001.4311,48.538638,20000.0000,26289026834.1976,26289019832.7665,26285534791.9125,3478282.2214,-2078.9747,4003.2897,4818.3430,236.6236,213.5537,16.5019,-0.0007,-1025.0124,-20.7747,-12.5451,-11.0513,41.6710,-132.7729,-0.920471,0,0,0.0000,0.00000000e+00,20009.6913
476,14280.0,E16,E,25.441,7225.7846,50.094007,20000.0000,26300326704.5302,26300319478.7456,26296834083.8534,3478302.8086,-1771.2246,4005.5170,4840.0495,237.8627,213.0917,16.5139,-0.0007,-1025.0175,-20.6738,-12.5451,-10.9975,41.6710,-132.8336,-0.920892,0,0,0.0000,0.00000000e+00,20009.9147
477,14310.0,E16,E,25.317,6891.3953,47.775795,20000.0000,26311609099.0542,26311602207.6590,26308116207.3768,3478325.2044,-1211.9347,4005.5876,4861.9075,239.1079,212.6266,16.5259,-0.0006,-1025.0228,-20.5731,-12.5451,-10.9439,41.6710,-132.8944,-0.921313,0,0,0.0000,0.00000000e+00,20009.7030
478,14340.0,E16,E,25.193,6817.2536,47.261795,20000.0000,26322873829.9968,26322867012.7432,26319380973.7793,3478346.1411,-1218.0601,4005.8679,4883.9181,240.1537,212.1585,16.5378,-0.0006,-1025.0283,-20.4726,-12.5451,-10.8904,41.6710,-132.9552,-0.921735,0,0,0.0000,0.00000000e+00,20001.9671
478,14340.0,G08,G,33.686,-34.2417,-0.241349,20000.0000,22064487046.9091,22064487081.1507,22212869256.6290,-148388432.3361,-1218.0601,0.0000,3758.9413,184.5472,-3504.7144,14.7096,-0.0008,-1426.7352,-23.2255,23.5000,-11.4937,-13.0006,7.2063,0.050793,0,0,0.0000,0.00000000e+00,20001.9625
479,14370.0,E16,E,25.070,6723.4560,46.611527,20000.0000,26334120979.7092,26334114256.2532,26330628196.2850,3478367.8159,-1243.2744,4006.3079,4906.0827,241.5567,211.6874,16.5498,-0.0006,-1025.0340,-20.3723,-12.5451,-10.8371,41.6710,-133.0161,-0.922157,0,0,0.0000,0.00000000e+00,20000.0973
480,14400.0,E16,E,24.947,6828.5911,47.340395,20000.0000,26345350321.1856,26345343492.5944,26341857695.3382,3478391.6066,-1554.1601,4006.5531,4928.4022,242.8213,211.2132,16.5617,-0.0006,-1025.0400,-20.2721,-12.5451,-10.7696,41.6710,-133.0772,-0.922580,0,0,0.0000,0.00000000e+00,20009.9432
480,14400.0,G08,G,33.288,-26.9860,-0.190208,20000.0000,22097717058.0975,22097717085.0835,22246099406.7532,-148388346.7946,-1554.1601,0.0000,3798.3430,186.8470,-3567.2057,14.7424,-0.0008,-1427.3863,-22.9558,23.5000,-11.3524,-13.0006,7.2226,0.050908,0,0,0.0000,0.00000000e+00,20009.9394
481,14430.0,E16,E,24.824,6838.8651,47.411621,20000.0000,26356561971.0071,26356555132.1420,26353069273.3497,3478412.2971,-1538.5076,4007.5567,4950.8778,243.9602,210.7363,16.5737,-0.0006,-1025.0462,-20.1721,-12.5451,-10.6836,41.6710,-133.1383,-0.923004,0,0,0.0000,0.00000000e+00,20001.6495
481,14430.0,G08,G,33.088,-19.0813,-0.134493,20000.0000,22114433664.2899,22114433683.3713,22262815894.4325,-148388304.1818,-1538.5076,0.0000,3818.4466,187.8582,-3598.3468,14.7589,-0.0008,-1427.7094,-22.8203,23.5000,-11.2816,-13.0006,7.2300,0.050960,0,0,0.0000,0.00000000e+00,20001.6450
482,14460.0,E16,E,24.702,7070.1587,49.015104,20000.0000,26367756053.8278,26367748983.6691,26364262754.5844,3478432.6178,-1213.8589,4008.3826,4973.5108,245.2468,210.2566,16.5856,-0.0006,-1025.0526,-20.0724,-12.5451,-10.5978,41.6710,-133.1995,-0.923428,0,0,0.0000,0.00000000e+00,20009.9578
482,14460.0,G08,G,32.888,206.8893,1.458237,20000.0000,22131217691.1431,22131217484.2538,22279599271.2091,-148388257.3928,-1213.8589,0.0000,3838.8245,188.9908,-3629.4171,14.7755,-0.0008,-1428.0310,-22.6845,23.5000,-11.2107,-13.0006,7.2368,0.051008,0,0,0.0000,0.00000000e+00,20009.9539
483,14490.0,G08,G,32.689,51.5031,0.363014,20000.0000,22148067256.1329,22148067204.6298,22296448993.8143,-148388213.9222,-1312.3457,0.0000,3859.4813,190.0340,-3660.4165,14.7922,-0.0008,-1428.3509,-22.5482,23.5000,-11.1399,-13.0006,7.2432,0.051053,0,0,0.0000,0.00000000e+00,20001.4171
484,14520.0,E16,E,24.458,6726.8032,46.634732,20000.0000,26390087658.4175,26390080931.6143,26386594703.0942,3478477.5511,-1308.2140,4008.8478,5019.2534,246.7333,209.2882,16.6095,-0.0006,-1025.0661,-19.8734,-12.5451,-10.4271,41.6710,-133.3221,-0.924279,0,0,0.0000,0.00000000e+00,20000.0967
484,14520.0,G08,G,32.489,-121.6792,-0.857643,20000.0000,22164982709.0723,22164982830.7515,22313364518.4468,-148388168.9273,-1308.2140,0.0000,3880.4216,190.4409,-3691.3443,14.8090,-0.0008,-1428.6692,-22.4116,23.5000,-11.0689,-13.0006,7.2491,0.051095,0,0,0.0000,0.00000000e+00,20000.0870
485,14550.0,E16,E,24.337,7258.2296,50.318938,20000.0000,26401226123.7416,26401218865.5120,26397732814.1897,3478503.5279,-1537.2589,4009.7058,5042.3655,248.0479,208.7995,16.6214,-0.0006,-1025.0732,-19.7741,-12.5451,-10.3421,41.6710,-133.3836,-0.924705,0,0,0.0000,0.00000000e+00,20009.9798
485,14550.0,G08,G,32.289,412.0551,2.904327,20000.0000,22181963896.5776,22181963484.5224,22330345301.4820,-148388122.4964,-1537.2589,0.0000,3901.6501,191.6186,-3722.1999,14.8258,-0.0008,-1428.9859,-22.2746,23.5000,-10.9980,-13.0006,7.2546,0.051133,0,0,0.0000,0.00000000e+00,20009.9758
486,14580.0,E16,E,24.216,6957.8193,48.236291,20000.0000,26412345372.2123,26412338414.3930,26408852109.8307,3478523.6526,-1329.6446,4010.0175,5065.6398,249.3746,208.3078,16.6333,-0.0006,-1025.0805,-19.6751,-12.5451,-10.2574,41.6710,-133.4452,-0.925132,0,0,0.0000,0.00000000e+00,20009.9872
486,14580.0,G08,G,32.088,107.5873,0.758318,20000.0000,22199009388.1222,22199009280.5348,22347390792.9663,-148388079.1705,-1329.6446,0.0000,3923.1717,192.8141,-3752.9829,14.8428,-0.0008,-1429.3009,-22.1372,23.5000,-10.9270,-13.0006,7.2595,0.051168,0,0,0.0000,0.00000000e+00,20009.9832
487,14610.0,E16,E,24.096,6932.4005,48.060071,20000.0000,26423445726.3910,26423438793.9905,26419952416.7562,3478545.8436,-1305.0008,4010.2795,5089.0773,250.9211,207.8130,16.6452,-0.0006,-1025.0880,-19.5763,-12.5451,-10.1729,41.6710,-133.5068,-0.925559,0,0,0.0000,0.00000000e+00,20001.2500
487,14610.0,G08,G,31.888,65.7086,0.463140,20000.0000,22216119122.4972,22216119056.7887,22364500447.4971,-148388036.0830,-1305.0008,0.0000,3944.9913,194.1883,-3783.6926,14.8598,-0.0007,-1429.6143,-21.9994,23.5000,-10.8559,-13.0006,7.2640,0.051199,0,0,0.0000,0.00000000e+00,20001.2456
488,14640.0,E16,E,23.976,6929.5840,48.040545,20000.0000,26434526959.3639,26434520029.7800,26431033560.6884,3478568.9184,-1262.1679,4010.6884,5112.6795,252.2656,207.3151,16.6571,-0.0006,-1025.0957,-19.4777,-12.5451,-10.0887,41.6710,-133.5685,-0.925987,0,0,0.0000,0.00000000e+00,20001.1146
488,14640.0,G01,G,19.290,3096.9463,21.828494,20000.0000,23622817977.4056,23622814880.4593,23723333946.9906,-100523847.7450,-1262.1679,0.0000,6264.8545,309.7620,586.8093,16.1366,-0.0004,-1902.4643,-13.6932,42.4000,-2.9618,11.6611,-10.4260,-0.073486,0,0,0.0000,0.00000000e+00,20001.1134
488,14640.0,G08,G,31.688,64.9832,0.458027,20000.0000,22233292535.8194,22233292470.8362,22381673717.0801,-148387988.5252,-1262.1679,0.0000,3967.1141,195.4153,-3814.3286,14.8769,-0.0007,-1429.9260,-21.8613,23.5000,-10.7848,-13.0006,7.2679,0.051227,0,0,0.0000,0.00000000e+00,20001.1100
