Seconds_of_Day,X_ECEF(m),Y_ECEF(m),Z_ECEF(m)
32640.0,1337935.5585,6070317.2179,1427877.5149
32670.0,1337935.5587,6070317.2186,1427877.5151
32700.0,1337935.5593,6070317.2196,1427877.5155
32730.0,1337935.5598,6070317.2204,1427877.5158
32760.0,1337935.56,6070317.2206,1427877.5158
32790.0,1337935.56,6070317.2207,1427877.5159
32820.0,1337935.5602,6070317.2209,1427877.5159
32850.0,1337935.5602,6070317.221,1427877.5159
32880.0,1337935.5603,6070317.221,1427877.5159
32910.0,1337935.5604,6070317.2212,1427877.516
32940.0,1337935.5605,6070317.2212,1427877.516
32970.0,1337935.561,6070317.2214,1427877.5161
33000.0,1337935.5616,6070317.2216,1427877.5161
33030.0,1337935.5617,6070317.2221,1427877.5163
33060.0,1337935.5618,6070317.2224,1427877.5164
33090.0,1337935.5618,6070317.2224,1427877.5164
33120.0,1337935.5618,6070317.2224,1427877.5164
33150.0,1337935.5618,6070317.2224,1427877.5164
33180.0,1337935.5618,6070317.2224,1427877.5164
33210.0,1337935.5619,6070317.2225,1427877.5164
33240.0,1337935.562,6070317.2227,1427877.5164
33270.0,1337935.5624,6070317.2234,1427877.5166
33300.0,1337935.5632,6070317.2251,1427877.5173
33330.0,1337935.5631,6070317.2254,1427877.5175
33360.0,1337935.563,6070317.2254,1427877.5175
33390.0,1337935.563,6070317.2254,1427877.5175
33420.0,1337935.563,6070317.2255,1427877.5175
33450.0,1337935.563,6070317.2255,1427877.5175
33480.0,1337935.5629,6070317.2255,1427877.5175
33510.0,1337935.5629,6070317.2254,1427877.5175
33540.0,1337935.5629,6070317.2252,1427877.5175
33570.0,1337935.5629,6070317.2248,1427877.5174
33600.0,1337935.5635,6070317.2254,1427877.5177
33630.0,1337935.5637,6070317.2257,1427877.5178
33660.0,1337935.5637,6070317.2257,1427877.5178
33690.0,1337935.5637,6070317.2258,1427877.5178
33720.0,1337935.5638,6070317.2258,1427877.5179
33750.0,1337935.5638,6070317.2259,1427877.5179
33780.0,1337935.5638,6070317.2259,1427877.5179
33810.0,1337935.5639,6070317.2259,1427877.5179
33840.0,1337935.5639,6070317.2258,1427877.5178
33870.0,1337935.5642,6070317.2259,1427877.5178
33900.0,1337935.565,6070317.2271,1427877.5182
33930.0,1337935.5652,6070317.2272,1427877.5183
33960.0,1337935.5653,6070317.2272,1427877.5183
33990.0,1337935.5654,6070317.2272,1427877.5183
34020.0,1337935.5654,6070317.2272,1427877.5183
34050.0,1337935.5654,6070317.2272,1427877.5183
34080.0,1337935.5655,6070317.2273,1427877.5183
34110.0,1337935.5655,6070317.2273,1427877.5183
34140.0,1337935.5656,6070317.2274,1427877.5183
34170.0,1337935.5659,6070317.2276,1427877.5184
34200.0,1337935.5662,6070317.2285,1427877.5188
34230.0,1337935.5663,6070317.2287,1427877.5189
34260.0,1337935.5664,6070317.2288,1427877.5189
34290.0,1337935.5664,6070317.2288,1427877.5189
34320.0,1337935.5664,6070317.2289,1427877.5189
34350.0,1337935.5664,6070317.2289,1427877.5189
34380.0,1337935.5664,6070317.2289,1427877.5189
34410.0,1337935.5664,6070317.2289,1427877.5189
34440.0,1337935.5664,6070317.229,1427877.5189
34470.0,1337935.5665,6070317.2293,1427877.5188
34500.0,1337935.5668,6070317.2301,1427877.5191
34530.0,1337935.567,6070317.2303,1427877.5192
34560.0,1337935.567,6070317.2303,1427877.5192
34590.0,1337935.5671,6070317.2304,1427877.5192
34620.0,1337935.5671,6070317.2304,1427877.5192
34650.0,1337935.5671,6070317.2304,1427877.5192
34680.0,1337935.5671,6070317.2304,1427877.5192
34710.0,1337935.5672,6070317.2305,1427877.5192
34740.0,1337935.5673,6070317.2306,1427877.5192
34770.0,1337935.5674,6070317.2309,1427877.5192
34800.0,1337935.5679,6070317.2318,1427877.5195
34830.0,1337935.5681,6070317.2321,1427877.5196
34860.0,1337935.5681,6070317.2322,1427877.5196
34890.0,1337935.5681,6070317.2322,1427877.5197
34920.0,1337935.5681,6070317.2322,1427877.5197
34950.0,1337935.5681,6070317.2322,1427877.5197
34980.0,1337935.5681,6070317.2322,1427877.5197
35010.0,1337935.5681,6070317.2322,1427877.5197
35040.0,1337935.5681,6070317.2324,1427877.5197
35070.0,1337935.5682,6070317.2327,1427877.5198
35100.0,1337935.5685,6070317.2334,1427877.5201
35130.0,1337935.5687,6070317.2335,1427877.5202
35160.0,1337935.5688,6070317.2336,1427877.5202
35190.0,1337935.5688,6070317.2336,1427877.5202
35220.0,1337935.5688,6070317.2336,1427877.5202
35250.0,1337935.5688,6070317.2336,1427877.5202
35280.0,1337935.5688,6070317.2336,1427877.5202
35310.0,1337935.5688,6070317.2337,1427877.5202
35340.0,1337935.5688,6070317.2337,1427877.5203
35370.0,1337935.5688,6070317.2339,1427877.5203
35400.0,1337935.5687,6070317.2345,1427877.5205
35430.0,1337935.5685,6070317.2346,1427877.5206
35460.0,1337935.5684,6070317.2346,1427877.5206
35490.0,1337935.5684,6070317.2347,1427877.5205
35520.0,1337935.5684,6070317.2347,1427877.5205
35550.0,1337935.5684,6070317.2347,1427877.5205
35580.0,1337935.5684,6070317.2347,1427877.5206
35610.0,1337935.5684,6070317.2347,1427877.5206
35640.0,1337935.5684,6070317.2348,1427877.5206
35670.0,1337935.5682,6070317.2351,1427877.5206
35700.0,1337935.5682,6070317.2358,1427877.5209
35730.0,1337935.5682,6070317.2359,1427877.5209
35760.0,1337935.5682,6070317.236,1427877.521
35790.0,1337935.5683,6070317.236,1427877.521
35820.0,1337935.5684,6070317.236,1427877.521
35850.0,1337935.5684,6070317.236,1427877.521
35880.0,1337935.5685,6070317.236,1427877.521
35910.0,1337935.5686,6070317.2361,1427877.521
35940.0,1337935.5687,6070317.2361,1427877.5211
35970.0,1337935.5688,6070317.2363,1427877.5211
36000.0,1337935.5693,6070317.2369,1427877.5212
36030.0,1337935.5693,6070317.2371,1427877.5213
36060.0,1337935.5693,6070317.2372,1427877.5213
36090.0,1337935.5693,6070317.2372,1427877.5213
36120.0,1337935.5693,6070317.2372,1427877.5214
36150.0,1337935.5694,6070317.2372,1427877.5214
36180.0,1337935.5694,6070317.2373,1427877.5214
36210.0,1337935.5695,6070317.2373,1427877.5214
36240.0,1337935.5696,6070317.2373,1427877.5214
36270.0,1337935.5697,6070317.2375,1427877.5214
36300.0,1337935.57,6070317.2381,1427877.5215
36330.0,1337935.5699,6070317.2384,1427877.5216
36360.0,1337935.57,6070317.2385,1427877.5216
36390.0,1337935.5699,6070317.2385,1427877.5216
36420.0,1337935.5699,6070317.2385,1427877.5216
36450.0,1337935.5699,6070317.2385,1427877.5216
36480.0,1337935.5698,6070317.2385,1427877.5216
36510.0,1337935.5697,6070317.2385,1427877.5216
36540.0,1337935.5697,6070317.2385,1427877.5216
36570.0,1337935.5696,6070317.2387,1427877.5217
36600.0,1337935.5697,6070317.2393,1427877.5218
36630.0,1337935.5702,6070317.2395,1427877.5219
36660.0,1337935.5703,6070317.2396,1427877.5219
36690.0,1337935.5703,6070317.2396,1427877.5219
36720.0,1337935.5703,6070317.2397,1427877.5219
36750.0,1337935.5704,6070317.2397,1427877.5219
36780.0,1337935.5704,6070317.2397,1427877.5219
36810.0,1337935.5703,6070317.2397,1427877.5219
36840.0,1337935.5703,6070317.2398,1427877.5219
36870.0,1337935.5704,6070317.2399,1427877.522
36900.0,1337935.5705,6070317.2406,1427877.5222
36930.0,1337935.5705,6070317.2407,1427877.5222
36960.0,1337935.5705,6070317.2408,1427877.5222
36990.0,1337935.5705,6070317.2408,1427877.5222
37020.0,1337935.5705,6070317.2408,1427877.5222
37050.0,1337935.5705,6070317.2408,1427877.5222
37080.0,1337935.5705,6070317.2408,1427877.5222
37110.0,1337935.5706,6070317.2407,1427877.5222
37140.0,1337935.5706,6070317.2407,1427877.5221
37170.0,1337935.5705,6070317.2407,1427877.5222
37200.0,1337935.5706,6070317.2409,1427877.5222
37230.0,1337935.5706,6070317.241,1427877.5223
37260.0,1337935.5706,6070317.241,1427877.5223
37290.0,1337935.5706,6070317.241,1427877.5223
37320.0,1337935.5706,6070317.241,1427877.5223
37350.0,1337935.5706,6070317.241,1427877.5223
37380.0,1337935.5706,6070317.241,1427877.5223
37410.0,1337935.5706,6070317.241,1427877.5223
37440.0,1337935.5707,6070317.241,1427877.5223
37470.0,1337935.5708,6070317.241,1427877.5223
37500.0,1337935.571,6070317.2412,1427877.5224
37530.0,1337935.5711,6070317.2412,1427877.5224
37560.0,1337935.5711,6070317.2411,1427877.5223
37590.0,1337935.5712,6070317.2411,1427877.5223
37620.0,1337935.5713,6070317.2411,1427877.5223
37650.0,1337935.5713,6070317.2411,1427877.5223
37680.0,1337935.5713,6070317.2411,1427877.5223
37710.0,1337935.5713,6070317.2411,1427877.5223
37740.0,1337935.5713,6070317.2411,1427877.5223
37770.0,1337935.5712,6070317.2412,1427877.5224
37800.0,1337935.5712,6070317.2414,1427877.5224
37830.0,1337935.5712,6070317.2414,1427877.5224
37860.0,1337935.5712,6070317.2414,1427877.5224
37890.0,1337935.5711,6070317.2414,1427877.5224
37920.0,1337935.5711,6070317.2414,1427877.5224
37950.0,1337935.5711,6070317.2414,1427877.5224
37980.0,1337935.5711,6070317.2415,1427877.5224
38010.0,1337935.5711,6070317.2415,1427877.5224
38040.0,1337935.571,6070317.2416,1427877.5225
38070.0,1337935.5706,6070317.242,1427877.5226
38100.0,1337935.5704,6070317.2424,1427877.5227
38130.0,1337935.5705,6070317.2424,1427877.5227
38160.0,1337935.5705,6070317.2424,1427877.5227
38190.0,1337935.5705,6070317.2424,1427877.5227
38220.0,1337935.5706,6070317.2424,1427877.5227
38250.0,1337935.5706,6070317.2424,1427877.5227
38280.0,1337935.5706,6070317.2424,1427877.5227
38310.0,1337935.5706,6070317.2424,1427877.5227
38340.0,1337935.5706,6070317.2424,1427877.5227
38370.0,1337935.5707,6070317.2423,1427877.5227
38400.0,1337935.5707,6070317.2424,1427877.5228
38430.0,1337935.5708,6070317.2424,1427877.5228
38460.0,1337935.5708,6070317.2424,1427877.5228
38490.0,1337935.5708,6070317.2424,1427877.5228
38520.0,1337935.5708,6070317.2424,1427877.5228
38550.0,1337935.5708,6070317.2424,1427877.5228
38580.0,1337935.5708,6070317.2424,1427877.5228
38610.0,1337935.5708,6070317.2424,1427877.5228
38640.0,1337935.5708,6070317.2424,1427877.5228
38670.0,1337935.5708,6070317.2425,1427877.5228
38700.0,1337935.5707,6070317.2429,1427877.5229
38730.0,1337935.5707,6070317.2429,1427877.5229
38760.0,1337935.5708,6070317.2429,1427877.5229
38790.0,1337935.5708,6070317.2429,1427877.5229
38820.0,1337935.5708,6070317.2429,1427877.5229
38850.0,1337935.5708,6070317.2429,1427877.5229
38880.0,1337935.5708,6070317.2429,1427877.5229
38910.0,1337935.5708,6070317.2429,1427877.5229
38940.0,1337935.5709,6070317.243,1427877.5229
38970.0,1337935.5709,6070317.243,1427877.5229
39000.0,1337935.5711,6070317.2431,1427877.5229
39030.0,1337935.571,6070317.2431,1427877.5229
39060.0,1337935.571,6070317.2432,1427877.5229
39090.0,1337935.571,6070317.2432,1427877.5229
39120.0,1337935.571,6070317.2432,1427877.5229
39150.0,1337935.5709,6070317.2432,1427877.5229
39180.0,1337935.5709,6070317.2432,1427877.5229
39210.0,1337935.5709,6070317.2433,1427877.523
39240.0,1337935.5709,6070317.2434,1427877.523
39270.0,1337935.5709,6070317.2435,1427877.523
39300.0,1337935.5711,6070317.2439,1427877.523
39330.0,1337935.5711,6070317.244,1427877.523
39360.0,1337935.5711,6070317.2441,1427877.523
39390.0,1337935.5711,6070317.2441,1427877.523
39420.0,1337935.5711,6070317.2441,1427877.523
39450.0,1337935.5711,6070317.2441,1427877.523
39480.0,1337935.5711,6070317.244,1427877.523
39510.0,1337935.5712,6070317.244,1427877.523
39540.0,1337935.5712,6070317.2438,1427877.5229
39570.0,1337935.5713,6070317.2438,1427877.5229
39600.0,1337935.5716,6070317.244,1427877.5229
39630.0,1337935.5717,6070317.2439,1427877.5228
39660.0,1337935.5717,6070317.2439,1427877.5228
39690.0,1337935.5717,6070317.2438,1427877.5228
39720.0,1337935.5717,6070317.2438,1427877.5228
39750.0,1337935.5717,6070317.2438,1427877.5228
39780.0,1337935.5717,6070317.2438,1427877.5228
39810.0,1337935.5717,6070317.2437,1427877.5228
39840.0,1337935.5717,6070317.2437,1427877.5227
39870.0,1337935.5718,6070317.2436,1427877.5227
39900.0,1337935.572,6070317.244,1427877.5227
39930.0,1337935.572,6070317.244,1427877.5227
39960.0,1337935.572,6070317.2439,1427877.5227
39990.0,1337935.572,6070317.2438,1427877.5227
40020.0,1337935.572,6070317.2438,1427877.5227
40050.0,1337935.572,6070317.2438,1427877.5227
40080.0,1337935.572,6070317.2438,1427877.5227
40110.0,1337935.572,6070317.2438,1427877.5227
40140.0,1337935.572,6070317.2437,1427877.5227
40170.0,1337935.5721,6070317.244,1427877.5227
40200.0,1337935.5723,6070317.2443,1427877.5227
40230.0,1337935.5723,6070317.2442,1427877.5226
40260.0,1337935.5723,6070317.2442,1427877.5226
40290.0,1337935.5723,6070317.2442,1427877.5226
40320.0,1337935.5723,6070317.2442,1427877.5226
40350.0,1337935.5723,6070317.2441,1427877.5226
40380.0,1337935.5723,6070317.2441,1427877.5226
40410.0,1337935.5723,6070317.2441,1427877.5226
40440.0,1337935.5723,6070317.2441,1427877.5225
40470.0,1337935.5723,6070317.2443,1427877.5226
40500.0,1337935.5726,6070317.2452,1427877.5227
40530.0,1337935.5727,6070317.2453,1427877.5227
40560.0,1337935.5727,6070317.2453,1427877.5227
40590.0,1337935.5727,6070317.2454,1427877.5227
40620.0,1337935.5727,6070317.2454,1427877.5227
40650.0,1337935.5727,6070317.2454,1427877.5227
40680.0,1337935.5728,6070317.2454,1427877.5227
40710.0,1337935.5728,6070317.2455,1427877.5227
40740.0,1337935.5728,6070317.2456,1427877.5228
40770.0,1337935.573,6070317.2459,1427877.5228
40800.0,1337935.5732,6070317.2465,1427877.5229
40830.0,1337935.5732,6070317.2465,1427877.5228
40860.0,1337935.5732,6070317.2464,1427877.5229
40890.0,1337935.5732,6070317.2463,1427877.5228
40920.0,1337935.5732,6070317.2462,1427877.5228
40950.0,1337935.5732,6070317.2462,1427877.5228
40980.0,1337935.5732,6070317.2461,1427877.5228
41010.0,1337935.5732,6070317.2461,1427877.5228
41040.0,1337935.5732,6070317.2461,1427877.5228
41070.0,1337935.5732,6070317.2462,1427877.5228
41100.0,1337935.5735,6070317.2468,1427877.5228
41130.0,1337935.5736,6070317.2469,1427877.5228
41160.0,1337935.5736,6070317.2467,1427877.5228
41190.0,1337935.5736,6070317.2466,1427877.5227
41220.0,1337935.5735,6070317.2466,1427877.5227
41250.0,1337935.5735,6070317.2465,1427877.5227
41280.0,1337935.5735,6070317.2465,1427877.5227
41310.0,1337935.5735,6070317.2465,1427877.5227
41340.0,1337935.5736,6070317.2465,1427877.5227
41370.0,1337935.5736,6070317.2467,1427877.5227
41400.0,1337935.5737,6070317.2472,1427877.5226
41430.0,1337935.5738,6070317.2474,1427877.5227
41460.0,1337935.5738,6070317.2475,1427877.5227
41490.0,1337935.5738,6070317.2475,1427877.5227
41520.0,1337935.5738,6070317.2475,1427877.5227
41550.0,1337935.5738,6070317.2475,1427877.5227
41580.0,1337935.5739,6070317.2475,1427877.5227
41610.0,1337935.5739,6070317.2476,1427877.5227
41640.0,1337935.5739,6070317.2478,1427877.5227
41670.0,1337935.5741,6070317.2481,1427877.5227
41700.0,1337935.5744,6070317.249,1427877.5228
41730.0,1337935.5745,6070317.2494,1427877.5229
41760.0,1337935.5746,6070317.2495,1427877.5229
41790.0,1337935.5746,6070317.2496,1427877.5229
41820.0,1337935.5747,6070317.2497,1427877.5229
41850.0,1337935.5747,6070317.2497,1427877.5229
41880.0,1337935.5747,6070317.2498,1427877.5229
41910.0,1337935.5748,6070317.25,1427877.5229
41940.0,1337935.5749,6070317.2503,1427877.523
41970.0,1337935.5752,6070317.251,1427877.5232
42000.0,1337935.5757,6070317.2521,1427877.5232
42030.0,1337935.5758,6070317.2524,1427877.5233
42060.0,1337935.5759,6070317.2525,1427877.5234
42090.0,1337935.5759,6070317.2525,1427877.5234
42120.0,1337935.5759,6070317.2525,1427877.5234
42150.0,1337935.5759,6070317.2525,1427877.5234
42180.0,1337935.5759,6070317.2526,1427877.5234
42210.0,1337935.576,6070317.2527,1427877.5234
42240.0,1337935.576,6070317.2528,1427877.5235
42270.0,1337935.5762,6070317.2532,1427877.5236
42300.0,1337935.5766,6070317.2542,1427877.5237
42330.0,1337935.5768,6070317.2545,1427877.5237
42360.0,1337935.5768,6070317.2545,1427877.5237
42390.0,1337935.5768,6070317.2545,1427877.5237
42420.0,1337935.5768,6070317.2545,1427877.5237
42450.0,1337935.5768,6070317.2544,1427877.5237
42480.0,1337935.5768,6070317.2544,1427877.5237
42510.0,1337935.5768,6070317.2544,1427877.5237
42540.0,1337935.5768,6070317.2544,1427877.5237
42570.0,1337935.5768,6070317.2545,1427877.5237
42600.0,1337935.5768,6070317.2548,1427877.5237
42630.0,1337935.5769,6070317.255,1427877.5237
42660.0,1337935.5769,6070317.2552,1427877.5237
42690.0,1337935.577,6070317.2552,1427877.5237
42720.0,1337935.577,6070317.2552,1427877.5238
42750.0,1337935.577,6070317.2553,1427877.5238
42780.0,1337935.577,6070317.2553,1427877.5238
42810.0,1337935.577,6070317.2553,1427877.5238
42840.0,1337935.5771,6070317.2555,1427877.5238
42870.0,1337935.5771,6070317.2556,1427877.5237
42900.0,1337935.5775,6070317.2564,1427877.5239
42930.0,1337935.5777,6070317.2568,1427877.5239
42960.0,1337935.5778,6070317.257,1427877.524
42990.0,1337935.5778,6070317.2571,1427877.524
43020.0,1337935.5778,6070317.2572,1427877.524
43050.0,1337935.5778,6070317.2572,1427877.524
43080.0,1337935.5778,6070317.2572,1427877.524
43110.0,1337935.5778,6070317.2572,1427877.524
43140.0,1337935.5779,6070317.2572,1427877.524
43170.0,1337935.5778,6070317.2572,1427877.5239
43200.0,1337935.578,6070317.2578,1427877.5241
43230.0,1337935.5781,6070317.258,1427877.5241
43260.0,1337935.5781,6070317.258,1427877.5241
43290.0,1337935.5782,6070317.258,1427877.5241
43320.0,1337935.5782,6070317.258,1427877.5241
43350.0,1337935.5782,6070317.258,1427877.5241
43380.0,1337935.5782,6070317.2581,1427877.5241
43410.0,1337935.5782,6070317.2581,1427877.5241
43440.0,1337935.5783,6070317.2583,1427877.5242
43470.0,1337935.5785,6070317.2587,1427877.5243
43500.0,1337935.5787,6070317.2591,1427877.5244
43530.0,1337935.5787,6070317.2592,1427877.5244
43560.0,1337935.5788,6070317.2592,1427877.5244
43590.0,1337935.5788,6070317.2593,1427877.5244
43620.0,1337935.5788,6070317.2594,1427877.5244
43650.0,1337935.5788,6070317.2594,1427877.5244
43680.0,1337935.5788,6070317.2594,1427877.5244
43710.0,1337935.5789,6070317.2594,1427877.5244
43740.0,1337935.5789,6070317.2595,1427877.5245
43770.0,1337935.579,6070317.2595,1427877.5245
43800.0,1337935.5792,6070317.2598,1427877.5245
43830.0,1337935.5794,6070317.2604,1427877.5246
43860.0,1337935.5795,6070317.2606,1427877.5247
43890.0,1337935.5795,6070317.2607,1427877.5247
43920.0,1337935.5796,6070317.2607,1427877.5247
43950.0,1337935.5796,6070317.2607,1427877.5247
43980.0,1337935.5796,6070317.2607,1427877.5247
44010.0,1337935.5796,6070317.2607,1427877.5247
44040.0,1337935.5796,6070317.2607,1427877.5247
44070.0,1337935.5796,6070317.2608,1427877.5247
44100.0,1337935.5796,6070317.2609,1427877.5248
44130.0,1337935.5795,6070317.2607,1427877.5247
44160.0,1337935.5795,6070317.2605,1427877.5246
44190.0,1337935.5794,6070317.2605,1427877.5246
44220.0,1337935.5794,6070317.2604,1427877.5245
44250.0,1337935.5794,6070317.2604,1427877.5245
44280.0,1337935.5794,6070317.2604,1427877.5245
44310.0,1337935.5794,6070317.2604,1427877.5245
44340.0,1337935.5795,6070317.2606,1427877.5245
44370.0,1337935.5796,6070317.2608,1427877.5247
44400.0,1337935.5796,6070317.261,1427877.5248
44430.0,1337935.5797,6070317.2611,1427877.5247
44460.0,1337935.5797,6070317.2611,1427877.5247
44490.0,1337935.5797,6070317.2611,1427877.5247
44520.0,1337935.5797,6070317.2611,1427877.5247
44550.0,1337935.5797,6070317.2611,1427877.5247
44580.0,1337935.5797,6070317.2611,1427877.5247
44610.0,1337935.5797,6070317.2612,1427877.5247
44640.0,1337935.5797,6070317.2612,1427877.5248
44670.0,1337935.5799,6070317.2615,1427877.5249
44700.0,1337935.58,6070317.2617,1427877.525
44730.0,1337935.5799,6070317.2615,1427877.5249
44760.0,1337935.5799,6070317.2614,1427877.525
44790.0,1337935.5799,6070317.2615,1427877.525
44820.0,1337935.5799,6070317.2615,1427877.525
44850.0,1337935.5799,6070317.2615,1427877.525
44880.0,1337935.5799,6070317.2614,1427877.525
44910.0,1337935.5799,6070317.2614,1427877.525
44940.0,1337935.5799,6070317.2614,1427877.5249
44970.0,1337935.5798,6070317.2613,1427877.5249
45000.0,1337935.5797,6070317.2613,1427877.5249
45030.0,1337935.5796,6070317.2613,1427877.5249
45060.0,1337935.5796,6070317.2612,1427877.5249
45090.0,1337935.5796,6070317.2612,1427877.5249
45120.0,1337935.5796,6070317.2612,1427877.5249
45150.0,1337935.5796,6070317.2612,1427877.5249
45180.0,1337935.5796,6070317.2612,1427877.5249
45210.0,1337935.5796,6070317.2613,1427877.5249
45240.0,1337935.5796,6070317.2613,1427877.5249
45270.0,1337935.5796,6070317.2613,1427877.525
45300.0,1337935.5795,6070317.2615,1427877.5251
45330.0,1337935.5795,6070317.2616,1427877.5251
45360.0,1337935.5795,6070317.2616,1427877.5252
45390.0,1337935.5795,6070317.2617,1427877.5252
45420.0,1337935.5795,6070317.2617,1427877.5252
45450.0,1337935.5795,6070317.2617,1427877.5252
45480.0,1337935.5795,6070317.2617,1427877.5252
45510.0,1337935.5795,6070317.2617,1427877.5253
45540.0,1337935.5795,6070317.2618,1427877.5253
45570.0,1337935.5796,6070317.2618,1427877.5254
45600.0,1337935.5796,6070317.2617,1427877.5254
45630.0,1337935.5795,6070317.2617,1427877.5255
45660.0,1337935.5796,6070317.2618,1427877.5256
45690.0,1337935.5796,6070317.2618,1427877.5256
45720.0,1337935.5796,6070317.2618,1427877.5256
45750.0,1337935.5796,6070317.2618,1427877.5257
45780.0,1337935.5796,6070317.2618,1427877.5256
45810.0,1337935.5796,6070317.2618,1427877.5256
45840.0,1337935.5796,6070317.2619,1427877.5256
45870.0,1337935.5795,6070317.262,1427877.5257
45900.0,1337935.5795,6070317.2621,1427877.5258
45930.0,1337935.5795,6070317.2621,1427877.5258
45960.0,1337935.5795,6070317.2621,1427877.5258
45990.0,1337935.5795,6070317.2621,1427877.5258
46020.0,1337935.5795,6070317.2621,1427877.5257
46050.0,1337935.5795,6070317.2621,1427877.5257
46080.0,1337935.5795,6070317.2621,1427877.5257
46110.0,1337935.5795,6070317.2621,1427877.5257
46140.0,1337935.5795,6070317.2621,1427877.5257
46170.0,1337935.5795,6070317.2622,1427877.5256
46200.0,1337935.5795,6070317.2624,1427877.5257
46230.0,1337935.5795,6070317.2626,1427877.5257
46260.0,1337935.5795,6070317.2626,1427877.5257
46290.0,1337935.5795,6070317.2627,1427877.5257
46320.0,1337935.5795,6070317.2627,1427877.5257
46350.0,1337935.5795,6070317.2627,1427877.5257
46380.0,1337935.5795,6070317.2627,1427877.5257
46410.0,1337935.5795,6070317.2627,1427877.5256
46440.0,1337935.5795,6070317.2626,1427877.5256
46470.0,1337935.5795,6070317.2621,1427877.5255
46500.0,1337935.5795,6070317.2612,1427877.5253
46530.0,1337935.5795,6070317.2608,1427877.5252
46560.0,1337935.5795,6070317.2608,1427877.5252
46590.0,1337935.5795,6070317.2607,1427877.5252
46620.0,1337935.5795,6070317.2607,1427877.5252
46650.0,1337935.5795,6070317.2606,1427877.5252
46680.0,1337935.5795,6070317.2606,1427877.5252
46710.0,1337935.5795,6070317.2606,1427877.5252
46740.0,1337935.5795,6070317.2606,1427877.5252
46770.0,1337935.5796,6070317.2607,1427877.5253
46800.0,1337935.5796,6070317.2608,1427877.5255
46830.0,1337935.5796,6070317.2611,1427877.5256
46860.0,1337935.5797,6070317.2611,1427877.5257
46890.0,1337935.5797,6070317.2611,1427877.5257
46920.0,1337935.5797,6070317.2611,1427877.5257
46950.0,1337935.5797,6070317.2611,1427877.5257
46980.0,1337935.5797,6070317.2612,1427877.5257
47010.0,1337935.5797,6070317.2611,1427877.5258
47040.0,1337935.5796,6070317.2612,1427877.5258
47070.0,1337935.5796,6070317.2611,1427877.526
47100.0,1337935.5796,6070317.2606,1427877.5259
47130.0,1337935.5797,6070317.2606,1427877.526
47160.0,1337935.5797,6070317.2605,1427877.526
47190.0,1337935.5797,6070317.2605,1427877.5261
47220.0,1337935.5797,6070317.2605,1427877.5261
47250.0,1337935.5797,6070317.2605,1427877.5261
47280.0,1337935.5797,6070317.2605,1427877.5261
47310.0,1337935.5797,6070317.2606,1427877.5261
47340.0,1337935.5798,6070317.2606,1427877.5261
47370.0,1337935.5798,6070317.2605,1427877.5262
47400.0,1337935.5801,6070317.2608,1427877.5264
47430.0,1337935.5804,6070317.2617,1427877.5266
47460.0,1337935.5806,6070317.2621,1427877.5267
47490.0,1337935.5806,6070317.2624,1427877.5268
47520.0,1337935.5807,6070317.2625,1427877.5268
47550.0,1337935.5807,6070317.2626,1427877.5268
47580.0,1337935.5807,6070317.2626,1427877.5268
47610.0,1337935.5807,6070317.2627,1427877.5269
47640.0,1337935.5808,6070317.2628,1427877.5269
47670.0,1337935.5808,6070317.2627,1427877.5269
47700.0,1337935.5809,6070317.2623,1427877.5269
47730.0,1337935.5809,6070317.2625,1427877.5271
47760.0,1337935.5809,6070317.2626,1427877.5271
47790.0,1337935.581,6070317.2627,1427877.5272
47820.0,1337935.581,6070317.2627,1427877.5272
47850.0,1337935.581,6070317.2628,1427877.5272
47880.0,1337935.581,6070317.2628,1427877.5272
47910.0,1337935.581,6070317.2629,1427877.5273
47940.0,1337935.5811,6070317.263,1427877.5273
47970.0,1337935.581,6070317.2628,1427877.5273
48000.0,1337935.581,6070317.2627,1427877.5272
48030.0,1337935.581,6070317.2627,1427877.5272
48060.0,1337935.581,6070317.2628,1427877.5272
48090.0,1337935.581,6070317.2628,1427877.5272
48120.0,1337935.5811,6070317.2628,1427877.5272
48150.0,1337935.5811,6070317.2628,1427877.5272
48180.0,1337935.5811,6070317.2629,1427877.5273
48210.0,1337935.5811,6070317.2631,1427877.5273
48240.0,1337935.5811,6070317.2631,1427877.5273
48270.0,1337935.5812,6070317.2633,1427877.5274
48300.0,1337935.5812,6070317.2636,1427877.5275
48330.0,1337935.5811,6070317.2637,1427877.5275
48360.0,1337935.5811,6070317.2639,1427877.5275
48390.0,1337935.5812,6070317.2641,1427877.5275
48420.0,1337935.5812,6070317.2641,1427877.5275
48450.0,1337935.5812,6070317.2641,1427877.5275
48480.0,1337935.5812,6070317.2642,1427877.5275
48510.0,1337935.5812,6070317.2642,1427877.5276
48540.0,1337935.5813,6070317.2643,1427877.5276
48570.0,1337935.5813,6070317.2644,1427877.5277
48600.0,1337935.5816,6070317.2644,1427877.5278
48630.0,1337935.5817,6070317.2645,1427877.5278
48660.0,1337935.5817,6070317.2646,1427877.5278
48690.0,1337935.5818,6070317.2647,1427877.5279
48720.0,1337935.5818,6070317.2648,1427877.5279
48750.0,1337935.5818,6070317.2648,1427877.5279
48780.0,1337935.5819,6070317.2649,1427877.5279
48810.0,1337935.5819,6070317.265,1427877.528
48840.0,1337935.5819,6070317.2651,1427877.528
