SOD,nGPS,nGal,NL_count,WL_count,n_sats,GPS_NE_frac,gal_sig_scale,Gal_leverage,sigma_U_comb_mm,sigma_U_GPS_mm,ISB_m,P_ISB_m2,ISB_observable,ZWD_m,P_ZWD_m2,corr_U_ZWD,corr_mean_60ep,Q_ZWD_m2s,decorr_active,trace_P_pos_m2,nml_sc_gps,nml_sc_gal
67560.0,6,5,0,2,11,0.5415,1.0000,859.515,13.95,11992.21,+1.501996,0.005182,1,0.118493,0.00002144,-0.0209,0.0222,5.000e-11,0,0.001183,1.0000,1.0000
67620.0,6,5,0,2,11,0.7954,1.0000,395.401,13.95,5516.54,+1.501288,0.005168,1,0.118503,0.00002142,-0.0209,0.0221,5.000e-11,0,0.001183,1.0000,1.0000
67680.0,6,5,0,2,11,0.8511,1.0000,949.731,13.95,13249.64,+1.505531,0.005145,1,0.118495,0.00002140,-0.0208,0.0221,5.000e-11,0,0.001182,1.0000,1.0000
67740.0,6,5,0,2,11,0.5612,1.0000,829.850,13.95,11576.68,+1.506378,0.005132,1,0.118498,0.00002138,-0.0208,0.0220,5.000e-11,0,0.001182,1.0000,1.0000
67800.0,6,5,0,2,11,0.4121,1.0000,835.977,13.95,11661.69,+1.506998,0.005127,1,0.118503,0.00002137,-0.0208,0.0220,5.000e-11,0,0.001182,1.0000,1.0000
67860.0,6,5,0,2,11,0.0795,1.0000,917.191,13.95,12793.43,+1.509690,0.005105,1,0.118510,0.00002135,-0.0208,0.0219,5.000e-11,0,0.001180,1.0000,1.0000
67920.0,7,5,0,2,12,0.3720,1.0000,237.647,13.95,3314.63,+1.507571,0.005097,1,0.118515,0.00002133,-0.0208,0.0219,5.000e-11,0,0.001180,1.0000,1.0000
67980.0,7,5,0,2,12,0.0727,1.0000,319.986,13.95,4462.77,+1.504858,0.005090,1,0.118519,0.00002131,-0.0208,0.0219,5.000e-11,0,0.001179,1.0000,1.0000
68040.0,7,5,0,2,12,0.0394,1.0000,325.516,13.95,4539.61,+1.506952,0.005084,1,0.118525,0.00002129,-0.0208,0.0218,5.000e-11,0,0.001179,1.0000,1.0000
68100.0,7,5,0,2,12,0.2755,1.0000,323.317,13.94,4508.38,+1.506748,0.005045,1,0.118523,0.00002127,-0.0208,0.0218,5.000e-11,0,0.001178,1.0000,1.0000
68160.0,7,5,0,2,12,0.3680,1.0000,268.478,13.94,3743.40,+1.505490,0.005030,1,0.118528,0.00002126,-0.0208,0.0217,5.000e-11,0,0.001177,1.0000,1.0000
68220.0,7,5,0,2,12,0.8563,1.0000,94.148,13.94,1312.50,+1.510018,0.004923,1,0.118508,0.00002124,-0.0209,0.0217,5.000e-11,0,0.001172,1.0000,1.0000
68280.0,7,5,0,2,12,0.8004,1.0000,358.720,13.94,5000.49,+1.508243,0.004909,1,0.118529,0.00002122,-0.0209,0.0217,5.000e-11,0,0.001170,1.0000,1.0000
68340.0,7,5,0,2,12,0.6168,1.0000,359.780,13.94,5014.97,+1.508540,0.004881,1,0.118539,0.00002120,-0.0209,0.0216,5.000e-11,0,0.001169,1.0000,1.0000
68400.0,7,5,0,5,12,0.0623,1.0000,396.807,13.94,5530.67,+1.509791,0.004868,1,0.118522,0.00002118,-0.0209,0.0216,5.000e-11,0,0.001168,1.0000,1.0000
68460.0,7,5,0,5,12,0.4653,1.0000,350.182,13.94,4880.32,+1.503926,0.004842,1,0.118527,0.00002131,-0.0209,0.0216,2.500e-09,0,0.001168,1.0000,1.0000
68520.0,6,5,0,5,11,0.3583,1.0000,892.487,13.96,12456.57,+1.500274,0.004833,1,0.118517,0.00002144,-0.0209,0.0215,2.500e-09,0,0.001168,1.0000,1.0000
68580.0,6,5,0,5,11,0.7545,1.0000,886.536,13.98,12391.70,+1.502032,0.004817,1,0.118520,0.00002157,-0.0208,0.0215,2.500e-09,0,0.001168,1.0000,1.0000
68640.0,7,5,0,5,12,0.8361,1.0000,459.374,14.00,6430.46,+1.500663,0.004813,1,0.118534,0.00002170,-0.0208,0.0215,2.500e-09,0,0.001168,1.0000,1.0000
68700.0,7,5,0,5,12,0.4451,1.0000,478.188,14.02,6702.58,+1.501000,0.004784,1,0.118554,0.00002182,-0.0209,0.0214,2.500e-09,0,0.001168,1.0000,1.0000
68760.0,7,5,0,5,12,0.3646,1.0000,402.840,14.04,5654.50,+1.499977,0.004779,1,0.118548,0.00002195,-0.0209,0.0214,2.500e-09,0,0.001168,1.0000,1.0000
68820.0,7,5,0,5,12,0.3649,1.0000,421.251,14.06,5921.52,+1.496377,0.004778,1,0.118558,0.00002208,-0.0209,0.0214,2.500e-09,0,0.001168,1.0000,1.0000
68880.0,7,5,0,5,12,0.1896,1.0000,501.607,14.08,7061.41,+1.499619,0.004761,1,0.118571,0.00002220,-0.0209,0.0213,2.500e-09,0,0.001167,1.0000,1.0000
68940.0,7,5,0,5,12,0.3658,1.0000,460.439,14.10,6491.39,+1.498525,0.004754,1,0.118586,0.00002233,-0.0208,0.0213,2.500e-09,0,0.001167,1.0000,1.0000
69000.0,7,5,0,5,12,0.3664,1.0000,480.931,14.12,6790.22,+1.493711,0.004753,1,0.118589,0.00002246,-0.0207,0.0213,2.500e-09,0,0.001167,1.0000,1.0000
69060.0,8,5,0,5,13,0.3753,1.0000,257.998,14.14,3647.97,+1.490388,0.004753,1,0.118599,0.00002258,-0.0207,0.0213,2.500e-09,0,0.001167,1.0000,1.0000
69120.0,8,5,0,5,13,0.3770,1.0000,257.076,14.16,3640.23,+1.491688,0.004753,1,0.118607,0.00002271,-0.0206,0.0212,2.500e-09,0,0.001168,1.0000,1.0000
69180.0,8,5,0,5,13,0.3690,1.0000,244.660,14.18,3469.16,+1.495615,0.004731,1,0.118620,0.00002283,-0.0207,0.0212,2.500e-09,0,0.001168,1.0000,1.0000
69240.0,8,5,0,5,13,0.0356,1.0000,261.103,14.20,3707.60,+1.500201,0.004705,1,0.118614,0.00002296,-0.0206,0.0212,2.500e-09,0,0.001167,1.0000,1.0000
69300.0,8,5,0,5,13,0.3834,1.0000,193.212,14.22,2747.50,+1.498840,0.004699,1,0.118628,0.00002308,-0.0206,0.0212,2.500e-09,0,0.001167,1.0000,1.0000
69360.0,8,5,0,5,13,0.6606,1.0000,241.743,14.24,3442.38,+1.494305,0.004685,1,0.118627,0.00002321,-0.0206,0.0211,2.500e-09,0,0.001167,1.0000,1.0000
69420.0,7,5,0,5,12,0.5359,1.0000,639.353,14.26,9115.92,+1.493142,0.004596,1,0.118624,0.00002333,-0.0208,0.0211,2.500e-09,0,0.001164,1.0000,1.0000
69480.0,8,5,0,5,13,0.3914,1.0000,236.756,14.28,3380.31,+1.489802,0.004574,1,0.118646,0.00002346,-0.0208,0.0211,2.500e-09,0,0.001164,1.0000,1.0000
69540.0,8,5,0,5,13,0.4250,1.0000,213.776,14.30,3056.20,+1.483505,0.004501,1,0.118640,0.00002358,-0.0209,0.0211,2.500e-09,0,0.001163,1.0000,1.0000
69600.0,8,5,0,5,13,0.8260,1.0000,294.112,14.31,4209.76,+1.479966,0.004419,1,0.118645,0.00002370,-0.0211,0.0211,2.500e-09,0,0.001159,1.0000,1.0000
69660.0,8,5,0,5,13,0.3765,1.0000,272.862,14.33,3910.76,+1.482053,0.004406,1,0.118657,0.00002382,-0.0212,0.0211,2.500e-09,0,0.001158,1.0000,1.0000
69720.0,8,5,0,5,13,0.4054,1.0000,137.803,14.35,1977.74,+1.476249,0.004400,1,0.118673,0.00002394,-0.0212,0.0210,2.500e-09,0,0.001158,1.0000,1.0000
69780.0,8,5,0,5,13,0.4093,1.0000,134.345,14.37,1930.77,+1.472937,0.004404,1,0.118720,0.00002406,-0.0212,0.0210,2.500e-09,0,0.001158,1.0000,1.0000
69840.0,7,5,0,5,12,0.4130,1.0000,563.214,14.39,8105.52,+1.473217,0.004412,1,0.118737,0.00002419,-0.0212,0.0210,2.500e-09,0,0.001158,1.0000,1.0000
69900.0,8,5,0,5,13,0.4175,1.0000,119.553,14.41,1722.92,+1.477297,0.004421,1,0.118727,0.00002431,-0.0211,0.0210,2.500e-09,0,0.001159,1.0000,1.0000
69960.0,8,5,0,5,13,0.4220,1.0000,117.506,14.43,1695.76,+1.477718,0.004431,1,0.118725,0.00002443,-0.0211,0.0210,2.500e-09,0,0.001159,1.0000,1.0000
70020.0,8,5,0,5,13,0.5858,1.0000,237.621,14.45,3433.72,+1.482556,0.004433,1,0.118734,0.00002455,-0.0212,0.0210,2.500e-09,0,0.001159,1.0000,1.0000
70080.0,9,5,0,5,14,0.7729,1.0000,101.346,14.47,1466.49,+1.484252,0.004435,1,0.118762,0.00002467,-0.0212,0.0210,2.500e-09,0,0.001159,1.0000,1.0000
70140.0,8,5,0,5,13,0.4372,1.0000,91.500,14.49,1325.78,+1.483279,0.004438,1,0.118769,0.00002479,-0.0212,0.0210,2.500e-09,0,0.001159,1.0000,1.0000
70200.0,8,5,0,5,13,0.4425,1.0000,92.398,14.51,1340.59,+1.482626,0.004442,1,0.118775,0.00002491,-0.0212,0.0210,2.500e-09,0,0.001159,1.0000,1.0000
70260.0,8,5,0,5,13,0.8643,1.0000,145.688,14.53,2116.41,+1.483513,0.004433,1,0.118775,0.00002503,-0.0213,0.0210,2.500e-09,0,0.001159,1.0000,1.0000
70320.0,8,5,0,5,13,0.4536,1.0000,94.304,14.55,1371.76,+1.485570,0.004434,1,0.118777,0.00002515,-0.0214,0.0210,2.500e-09,0,0.001159,1.0000,1.0000
70380.0,8,6,0,5,14,0.4579,1.0000,95.291,14.57,1387.93,+1.489438,0.004437,1,0.118780,0.00002527,-0.0214,0.0210,2.500e-09,0,0.001159,1.0000,1.0000
70440.0,8,6,0,5,14,0.4638,1.0000,96.290,14.58,1404.34,+1.492324,0.004440,1,0.118799,0.00002539,-0.0214,0.0210,2.500e-09,0,0.001159,1.0000,1.0000
70500.0,8,6,0,5,14,0.2661,1.0000,101.260,14.60,1478.69,+1.493976,0.004437,1,0.118807,0.00002551,-0.0215,0.0210,2.500e-09,0,0.001159,1.0000,1.0000
70560.0,8,6,0,5,14,0.5791,1.0000,157.347,14.62,2300.62,+1.492700,0.004406,1,0.118797,0.00002562,-0.0216,0.0210,2.500e-09,0,0.001158,1.0000,1.0000
70620.0,10,6,0,5,16,0.4183,1.0000,99.491,14.64,1456.56,+1.491428,0.004398,1,0.118795,0.00002574,-0.0217,0.0210,2.500e-09,0,0.001158,1.0000,1.0000
70680.0,10,6,0,5,16,0.0454,1.0000,90.950,14.66,1333.04,+1.493267,0.004391,1,0.118783,0.00002586,-0.0219,0.0210,2.500e-09,0,0.001158,1.0000,1.0000
70740.0,10,6,0,5,16,0.9691,1.0000,45.007,14.67,660.41,+1.487797,0.004343,1,0.118770,0.00002597,-0.0221,0.0210,2.500e-09,0,0.001156,1.0000,1.0000
70800.0,10,6,0,5,16,0.4985,1.0000,97.388,14.69,1430.78,+1.492302,0.004337,1,0.118779,0.00002609,-0.0222,0.0210,2.500e-09,0,0.001156,1.0000,1.0000
70860.0,10,6,0,5,16,0.1363,1.0000,101.002,14.71,1485.39,+1.497840,0.004320,1,0.118819,0.00002620,-0.0226,0.0211,2.500e-09,0,0.001155,1.0000,1.0000
70920.0,10,6,0,5,16,0.9655,1.0000,35.687,14.72,525.44,+1.496430,0.004304,1,0.118799,0.00002631,-0.0228,0.0211,2.500e-09,0,0.001154,1.0000,1.0000
70980.0,10,6,0,5,16,0.6318,1.0000,64.093,14.74,944.81,+1.500634,0.004294,1,0.118807,0.00002642,-0.0230,0.0211,2.500e-09,0,0.001153,1.0000,1.0000
71040.0,10,6,0,5,16,0.1390,1.0000,87.478,14.76,1291.09,+1.499738,0.004271,1,0.118785,0.00002654,-0.0231,0.0212,2.500e-09,0,0.001152,1.0000,1.0000
71100.0,10,6,0,5,16,0.6533,1.0000,82.560,14.78,1220.00,+1.497016,0.004257,1,0.118758,0.00002665,-0.0232,0.0212,2.500e-09,0,0.001152,1.0000,1.0000
71160.0,10,6,0,5,16,0.0991,1.0000,106.213,14.80,1571.46,+1.503226,0.004241,1,0.118744,0.00002676,-0.0233,0.0212,2.500e-09,0,0.001150,1.0000,1.0000
71220.0,10,6,0,5,16,0.4475,1.0000,97.079,14.81,1438.11,+1.501641,0.004242,1,0.118768,0.00002688,-0.0234,0.0213,2.500e-09,0,0.001150,1.0000,1.0000
71280.0,10,6,0,5,16,0.3060,1.0000,105.957,14.83,1571.40,+1.500894,0.004241,1,0.118814,0.00002699,-0.0236,0.0213,2.500e-09,0,0.001150,1.0000,1.0000
71340.0,10,6,0,5,16,0.4620,1.0000,70.595,14.85,1048.21,+1.502874,0.004244,1,0.118848,0.00002710,-0.0238,0.0214,2.500e-09,0,0.001150,1.0000,1.0000
71400.0,10,6,0,5,16,0.4568,1.0000,89.991,14.87,1337.83,+1.505566,0.004248,1,0.118864,0.00002721,-0.0239,0.0214,2.500e-09,0,0.001150,1.0000,1.0000
71460.0,10,6,0,5,16,0.0231,1.0000,107.361,14.88,1597.54,+1.508437,0.004233,1,0.118862,0.00002731,-0.0244,0.0215,2.500e-09,0,0.001148,1.0000,1.0000
71520.0,10,6,0,5,16,0.5459,1.0000,101.011,14.90,1504.68,+1.512693,0.004228,1,0.118780,0.00002742,-0.0248,0.0216,2.500e-09,0,0.001147,1.0000,1.0000
71580.0,10,6,0,4,16,0.4707,1.0000,94.457,14.91,1408.80,+1.511424,0.004233,1,0.118803,0.00002753,-0.0248,0.0216,2.500e-09,0,0.001147,1.0000,1.0000
71640.0,10,6,0,4,16,0.1867,1.0000,93.842,14.93,1401.31,+1.507359,0.004233,1,0.118823,0.00002764,-0.0249,0.0217,2.500e-09,0,0.001147,1.0000,1.0000
71700.0,10,6,0,4,16,0.4487,1.0000,103.789,14.95,1551.41,+1.507276,0.004188,1,0.118912,0.00002775,-0.0252,0.0218,2.500e-09,0,0.001146,1.0000,1.0000
71760.0,10,6,0,4,16,0.4367,1.0000,103.574,14.97,1550.01,+1.497966,0.004173,1,0.118883,0.00002786,-0.0254,0.0218,2.500e-09,0,0.001146,1.0000,1.0000
71820.0,10,6,0,4,16,0.4798,1.0000,75.663,14.98,1133.68,+1.498573,0.004172,1,0.118883,0.00002797,-0.0254,0.0219,2.500e-09,0,0.001146,1.0000,1.0000
71880.0,10,6,0,4,16,0.7402,1.0000,104.530,15.00,1568.04,+1.495551,0.004171,1,0.118898,0.00002808,-0.0255,0.0220,2.500e-09,0,0.001146,1.0000,1.0000
71940.0,10,6,0,4,16,0.5220,1.0000,107.116,15.02,1608.75,+1.497227,0.004169,1,0.118932,0.00002819,-0.0256,0.0221,2.500e-09,0,0.001146,1.0000,1.0000
72000.0,10,6,0,4,16,0.4862,1.0000,95.242,15.04,1432.14,+1.499038,0.004171,1,0.118942,0.00002830,-0.0257,0.0221,2.500e-09,0,0.001146,0.9950,1.0050
72060.0,9,6,0,4,15,0.0375,1.0000,120.947,15.05,1820.44,+1.500967,0.004153,1,0.118972,0.00002840,-0.0261,0.0222,2.500e-09,0,0.001146,1.0000,1.0000
72120.0,8,6,0,4,14,0.4895,1.0000,96.719,15.07,1457.41,+1.501812,0.004152,1,0.119023,0.00002851,-0.0262,0.0223,2.500e-09,0,0.001146,0.9950,1.0050
72180.0,8,6,0,4,14,0.4977,1.0000,81.742,15.09,1233.15,+1.501505,0.004155,1,0.119037,0.00002862,-0.0264,0.0224,2.500e-09,0,0.001146,0.9902,1.0098
72240.0,9,6,0,4,15,0.5063,1.0000,93.155,15.10,1406.98,+1.501466,0.004158,1,0.119062,0.00002873,-0.0264,0.0225,2.500e-09,0,0.001146,0.9857,1.0143
72300.0,9,6,0,4,15,0.9211,1.0000,74.033,15.12,1119.36,+1.492844,0.004144,1,0.119104,0.00002883,-0.0267,0.0226,2.500e-09,0,0.001146,1.0000,1.0000
72360.0,9,6,0,4,15,0.5031,1.0000,103.121,15.14,1560.94,+1.494482,0.004144,1,0.119138,0.00002894,-0.0268,0.0227,2.500e-09,0,0.001146,0.9953,1.0047
72420.0,9,6,0,4,15,0.4419,1.0000,82.283,15.15,1246.95,+1.497743,0.004125,1,0.119165,0.00002905,-0.0269,0.0228,2.500e-09,0,0.001146,1.0000,1.0000
72480.0,9,6,0,4,15,0.3933,1.0000,110.692,15.17,1679.08,+1.497554,0.004055,1,0.119190,0.00002915,-0.0273,0.0229,2.500e-09,0,0.001143,1.0000,1.0000
72540.0,9,6,0,4,15,0.5118,1.0000,102.313,15.19,1553.71,+1.503135,0.004042,1,0.119181,0.00002925,-0.0275,0.0230,2.500e-09,0,0.001143,0.9950,1.0050
72600.0,9,6,0,4,15,0.5197,1.0000,101.460,15.20,1542.52,+1.502280,0.004040,1,0.119205,0.00002936,-0.0276,0.0231,2.500e-09,0,0.001143,0.9902,1.0098
72660.0,9,6,0,4,15,0.8552,1.0000,82.508,15.22,1255.81,+1.497470,0.004045,1,0.119195,0.00002946,-0.0277,0.0233,2.500e-09,0,0.001143,1.0000,1.0000
72720.0,9,6,0,4,15,0.7759,1.0000,75.979,15.23,1157.23,+1.496395,0.003995,1,0.119273,0.00002955,-0.0286,0.0234,2.500e-09,0,0.001141,1.0000,1.0000
72780.0,9,6,0,4,15,0.5232,1.0000,100.312,15.25,1529.48,+1.496576,0.003994,1,0.119246,0.00002965,-0.0288,0.0235,2.500e-09,0,0.001141,1.0050,0.9950
72840.0,9,6,0,4,15,0.1875,1.0000,116.625,15.26,1780.04,+1.494913,0.003987,1,0.119247,0.00002975,-0.0291,0.0237,2.500e-09,0,0.001140,1.0000,1.0000
72900.0,9,6,0,4,15,0.0445,1.0000,116.316,15.28,1777.04,+1.490166,0.003966,1,0.119390,0.00002985,-0.0294,0.0238,2.500e-09,0,0.001140,1.0000,1.0000
72960.0,9,6,0,4,15,0.5299,1.0000,99.469,15.29,1521.32,+1.488368,0.003966,1,0.119502,0.00002995,-0.0296,0.0240,2.500e-09,0,0.001140,0.9950,1.0050
73020.0,9,6,0,4,15,0.5449,1.0000,93.207,15.31,1427.15,+1.486714,0.003974,1,0.119560,0.00003006,-0.0297,0.0241,2.500e-09,0,0.001140,0.9902,1.0098
73080.0,9,6,0,4,15,0.0485,1.0000,113.362,15.33,1737.55,+1.488194,0.003972,1,0.119588,0.00003016,-0.0299,0.0243,2.500e-09,0,0.001140,1.0000,1.0000
73140.0,9,6,0,4,15,0.5467,1.0000,93.114,15.34,1428.74,+1.485479,0.003972,1,0.119557,0.00003026,-0.0301,0.0244,2.500e-09,0,0.001140,0.9950,1.0050
73200.0,9,6,0,4,15,0.3246,1.0000,84.436,15.36,1297.00,+1.486748,0.003955,1,0.119610,0.00003036,-0.0303,0.0246,2.500e-09,0,0.001139,1.0000,1.0000
73260.0,9,6,0,4,15,0.5455,1.0000,95.399,15.38,1467.03,+1.483607,0.003955,1,0.119595,0.00003046,-0.0304,0.0247,2.500e-09,0,0.001139,0.9950,1.0050
73320.0,9,6,0,4,15,0.3934,1.0000,111.374,15.39,1714.54,+1.479242,0.003957,1,0.119613,0.00003056,-0.0306,0.0249,2.500e-09,0,0.001139,0.9902,1.0098
73380.0,9,6,0,4,15,0.1781,1.0000,104.857,15.40,1615.30,+1.482326,0.003903,1,0.119675,0.00003064,-0.0313,0.0250,2.500e-09,0,0.001137,1.0000,1.0000
73440.0,9,6,0,4,15,0.6209,1.0000,105.338,15.42,1624.31,+1.473954,0.003893,1,0.119762,0.00003074,-0.0317,0.0252,2.500e-09,0,0.001136,0.9950,1.0050
73500.0,9,6,0,5,15,0.5576,1.0000,94.052,15.44,1451.79,+1.472779,0.003894,1,0.119841,0.00003084,-0.0319,0.0254,2.500e-09,0,0.001136,0.9902,1.0098
73560.0,9,6,0,5,15,0.1862,1.0000,107.830,15.45,1666.23,+1.472147,0.003883,1,0.119929,0.00003093,-0.0321,0.0256,2.500e-09,0,0.001135,1.0000,1.0000
73620.0,9,6,0,5,15,0.3442,1.0000,107.998,15.47,1670.46,+1.470292,0.003880,1,0.119937,0.00003103,-0.0324,0.0258,2.500e-09,0,0.001134,0.9950,1.0050
73680.0,9,6,0,5,15,0.8399,1.0000,95.566,15.48,1479.74,+1.468008,0.003872,1,0.119957,0.00003112,-0.0326,0.0260,2.500e-09,0,0.001134,1.0000,1.0000
73740.0,9,6,0,5,15,0.5622,1.0000,92.926,15.50,1440.42,+1.465727,0.003876,1,0.119965,0.00003122,-0.0328,0.0262,2.500e-09,0,0.001134,0.9950,1.0050
73800.0,9,6,0,5,15,0.5733,1.0000,90.496,15.52,1404.27,+1.462090,0.003882,1,0.119926,0.00003132,-0.0329,0.0263,2.500e-09,0,0.001134,0.9902,1.0098
73860.0,8,6,0,5,14,0.6960,1.0000,123.742,15.53,1921.16,+1.462625,0.003843,1,0.119971,0.00003140,-0.0339,0.0266,2.500e-09,0,0.001132,1.0000,1.0000
73920.0,8,6,0,5,14,0.4565,1.0000,128.562,15.54,1997.98,+1.464019,0.003843,1,0.120016,0.00003149,-0.0342,0.0268,2.500e-09,0,0.001132,1.0000,1.0000
73980.0,8,6,0,5,14,0.0513,1.0000,142.590,15.56,2218.08,+1.464012,0.003822,1,0.120006,0.00003158,-0.0345,0.0270,2.500e-09,0,0.001131,1.0000,1.0000
74040.0,8,6,0,5,14,0.3228,1.0000,139.277,15.57,2168.10,+1.465186,0.003795,1,0.120075,0.00003167,-0.0352,0.0272,2.500e-09,0,0.001129,1.0000,1.0000
74100.0,8,6,0,5,14,0.2372,1.0000,80.947,15.58,1261.23,+1.470919,0.003779,1,0.120075,0.00003176,-0.0356,0.0275,2.500e-09,0,0.001128,1.0000,1.0000
74160.0,8,6,0,5,14,0.5779,1.0000,101.959,15.60,1590.22,+1.472854,0.003770,1,0.120217,0.00003185,-0.0359,0.0277,2.500e-09,0,0.001128,0.9950,1.0050
74220.0,8,6,0,5,14,0.5948,1.0000,91.748,15.61,1432.46,+1.470717,0.003773,1,0.120277,0.00003194,-0.0361,0.0279,2.500e-09,0,0.001128,0.9902,1.0098
74280.0,9,6,0,5,15,0.5924,1.0000,87.730,15.63,1371.17,+1.466468,0.003782,1,0.120286,0.00003204,-0.0362,0.0282,2.500e-09,0,0.001128,0.9857,1.0143
74340.0,9,6,0,5,15,0.5990,1.0000,86.858,15.65,1359.00,+1.460796,0.003792,1,0.120277,0.00003213,-0.0364,0.0284,2.500e-09,0,0.001128,0.9815,1.0185
74400.0,9,6,0,5,15,0.6091,1.0000,70.005,15.66,1096.45,+1.461627,0.003733,1,0.120347,0.00003222,-0.0366,0.0286,2.500e-09,0,0.001124,1.0000,1.0000
74460.0,9,6,0,5,15,0.5897,1.0000,86.016,15.68,1348.66,+1.465691,0.003730,1,0.120401,0.00003232,-0.0367,0.0289,2.500e-09,0,0.001124,0.9950,1.0050
74520.0,9,6,0,5,15,0.5966,1.0000,86.265,15.70,1354.00,+1.466636,0.003735,1,0.120434,0.00003241,-0.0369,0.0291,2.500e-09,0,0.001123,0.9902,1.0098
74580.0,9,6,0,5,15,0.6034,1.0000,85.390,15.71,1341.69,+1.464371,0.003744,1,0.120470,0.00003250,-0.0370,0.0294,2.500e-09,0,0.001123,0.9860,1.0140
74640.0,9,6,0,5,15,0.6096,1.0000,84.561,15.73,1330.08,+1.462906,0.003755,1,0.120524,0.00003260,-0.0371,0.0296,2.500e-09,0,0.001124,0.9826,1.0174
74700.0,9,6,0,5,15,0.6149,1.0000,83.820,15.75,1319.81,+1.460146,0.003765,1,0.120558,0.00003269,-0.0373,0.0298,2.500e-09,0,0.001124,0.9835,1.0165
74760.0,9,6,0,5,15,0.0875,1.0000,68.903,15.76,1085.90,+1.462647,0.003739,1,0.120551,0.00003277,-0.0378,0.0301,2.500e-09,0,0.001123,1.0000,1.0000
74820.0,9,6,0,5,15,0.0439,1.0000,83.602,15.77,1318.81,+1.462935,0.003741,1,0.120599,0.00003285,-0.0382,0.0303,2.500e-09,0,0.001123,1.0000,1.0000
74880.0,9,6,0,5,15,0.7235,1.0000,48.890,15.79,771.91,+1.453284,0.003612,1,0.120592,0.00003294,-0.0385,0.0306,2.500e-09,0,0.001120,1.0000,1.0000
74940.0,10,6,0,5,16,0.3529,1.0000,53.635,15.80,847.33,+1.452152,0.003577,1,0.120528,0.00003301,-0.0394,0.0308,2.500e-09,0,0.001116,1.0000,1.0000
75000.0,10,6,0,5,16,0.6089,1.0000,80.002,15.81,1265.10,+1.450184,0.003546,1,0.120530,0.00003309,-0.0397,0.0311,2.500e-09,0,0.001115,0.9950,1.0050
75060.0,10,6,0,5,16,0.6160,1.0000,78.763,15.83,1246.77,+1.444731,0.003546,1,0.120599,0.00003318,-0.0399,0.0313,2.500e-09,0,0.001114,0.9902,1.0098
75120.0,9,6,0,5,15,0.6216,1.0000,78.516,15.85,1244.14,+1.445238,0.003559,1,0.120660,0.00003327,-0.0401,0.0316,2.500e-09,0,0.001114,0.9857,1.0143
75180.0,8,6,0,5,14,0.6278,1.0000,80.282,15.86,1273.44,+1.446396,0.003576,1,0.120700,0.00003336,-0.0402,0.0318,2.500e-09,0,0.001114,0.9815,1.0185
75240.0,8,6,0,5,14,0.2726,1.0000,89.754,15.88,1425.18,+1.447327,0.003587,1,0.120711,0.00003345,-0.0404,0.0321,2.500e-09,0,0.001114,1.0000,1.0000
75300.0,9,6,0,5,15,0.6194,1.0000,84.313,15.90,1340.18,+1.445732,0.003598,1,0.120719,0.00003353,-0.0405,0.0324,2.500e-09,0,0.001114,0.9950,1.0050
75360.0,9,6,0,5,15,0.2578,1.0000,84.307,15.91,1341.47,+1.443942,0.003610,1,0.120738,0.00003362,-0.0407,0.0326,2.500e-09,0,0.001114,1.0000,1.0000
75420.0,9,5,0,5,14,0.6801,1.0000,69.728,15.93,1110.62,+1.440764,0.003623,1,0.120792,0.00003371,-0.0408,0.0329,2.500e-09,0,0.001114,0.9950,1.0050
75480.0,9,5,0,5,14,0.7861,1.0000,54.929,15.94,875.80,+1.438463,0.003636,1,0.120840,0.00003380,-0.0410,0.0331,2.500e-09,0,0.001114,1.0000,1.0000
75540.0,9,5,0,5,14,0.6276,1.0000,78.267,15.96,1249.20,+1.438219,0.003650,1,0.120835,0.00003389,-0.0411,0.0334,2.500e-09,0,0.001115,0.9950,1.0050
75600.0,9,5,0,5,14,0.6340,1.0000,80.726,15.98,1289.79,+1.437980,0.003665,1,0.120841,0.00003397,-0.0412,0.0336,2.500e-09,0,0.001115,0.9907,1.0093
75660.0,9,5,0,5,14,0.9634,1.0000,79.950,15.99,1278.62,+1.435611,0.003676,1,0.120843,0.00003406,-0.0414,0.0339,2.500e-09,0,0.001115,1.0000,1.0000
75720.0,9,4,0,5,13,0.6350,1.0000,81.585,16.01,1306.14,+1.437516,0.003689,1,0.120871,0.00003415,-0.0415,0.0342,2.500e-09,0,0.001115,1.0050,0.9950
75780.0,9,3,0,5,12,0.6406,1.0000,59.246,16.03,949.52,+1.442567,0.003691,1,0.120861,0.00003424,-0.0415,0.0344,2.500e-09,0,0.001116,1.0000,1.0000
75840.0,9,3,0,5,12,0.4661,1.0000,71.665,16.04,1149.70,+1.441680,0.003578,1,0.120891,0.00003433,-0.0416,0.0347,2.500e-09,0,0.001112,1.0000,1.0000
75900.0,9,3,0,5,12,0.5301,1.0000,54.514,16.06,875.50,+1.434166,0.003569,1,0.120888,0.00003443,-0.0415,0.0349,2.500e-09,0,0.001112,1.0000,1.0000
75960.0,9,3,0,5,12,0.6445,1.0000,79.862,16.08,1283.96,+1.433418,0.003574,1,0.120900,0.00003452,-0.0415,0.0352,2.500e-09,0,0.001112,1.0000,1.0000
76020.0,9,3,0,5,12,0.6462,1.0000,80.255,16.09,1291.68,+1.430268,0.003587,1,0.120905,0.00003461,-0.0415,0.0354,2.500e-09,0,0.001112,1.0000,1.0000
