SOD,nGPS,nGal,GPS_NE_up,Gal_NE_up,GPS_NE_frac,ISB_val,ISB_P,ISB_delta,ISB_P_reduction,ISB_gain_proxy,GPS_only_sigma_U_mm,combined_sigma_U_mm,Gal_leverage_ratio,GPS_ph_rms_mm,Gal_ph_rms_mm,gal_sig_scale,nml_sc_gps,nml_sc_gal,ISB_observable
60.0,8,4,27.5857,21.6775,0.5600,+1.323814,0.737295,-0.460143,+0.783051,-2.5473,2833.16,2802.66,1.0109,2605.327,2832.659,1.0000,1.0047,0.9953,1
120.0,8,4,27.5320,22.3031,0.5525,+1.284450,0.486020,-0.039364,+0.251335,-0.0603,2869.01,2256.38,1.2715,719.391,497.999,1.0000,1.0091,0.9909,1
180.0,8,4,59.3052,22.9288,0.7212,+1.303431,0.325418,+0.018981,+0.160662,+0.0445,3523.39,1888.05,1.8662,1418.771,752.528,1.0000,1.0136,0.9864,1
240.0,8,4,59.6391,23.5741,0.7167,+1.521227,0.247880,+0.217796,+0.077598,+7.2166,3577.84,1661.91,2.1528,918.177,540.104,1.0000,1.0180,0.9820,1
300.0,8,4,44.6374,24.2213,0.6482,+1.429132,0.199576,-0.092096,+0.048364,-0.2245,3077.37,1490.82,2.0642,818.002,291.739,1.0000,1.0221,0.9779,1
360.0,7,4,1000.0047,24.5908,0.9760,+1.414085,0.173370,-0.015047,+0.026266,-0.0962,2580.68,1370.37,1.8832,304.078,124.770,1.0000,1.0000,1.0000,1
420.0,7,4,3531.8461,1661.4229,0.6801,+1.378437,0.149988,-0.035648,+0.023442,-0.1694,802.11,1242.62,0.6455,102.242,75.875,1.0000,1.0000,1.0000,1
480.0,8,4,615.0550,24.6405,0.9615,+1.333387,0.130572,-0.045050,+0.019476,-0.7946,3604.33,1158.18,3.1121,46.977,32.309,1.0000,1.0000,1.0000,1
540.0,8,4,46.4068,25.0700,0.6493,+1.372576,0.115288,+0.039188,+0.015343,+0.4643,2353.53,1087.49,2.1642,868.017,282.801,1.0000,1.0050,0.9950,1
600.0,8,4,4294.4037,908.7742,0.8253,+1.370403,0.102897,-0.002173,+0.012451,-0.0060,3329.07,1027.17,3.2410,110.496,116.425,1.0000,1.0000,1.0000,1
660.0,7,4,99.9532,25.6359,0.7959,+1.404876,0.093367,+0.034473,+0.009590,+0.1297,1259.26,975.16,1.2913,95.206,113.530,1.0000,1.0000,1.0000,1
720.0,7,4,69.3416,694.6212,0.0908,+1.427365,0.085955,+0.022489,+0.007472,+0.1187,3732.55,918.98,4.0616,203.471,219.906,1.0000,1.0000,1.0000,1
780.0,7,4,46.3225,26.7931,0.6336,+1.467409,0.078733,+0.040044,+0.007282,+6.6278,3745.70,877.61,4.2681,143.687,146.216,1.0000,1.0050,0.9950,1
840.0,7,4,70.7434,27.4980,0.7201,+1.420268,0.072682,-0.047141,+0.006111,-1.0056,5288.52,843.17,6.2722,52.329,66.436,1.0000,1.0098,0.9902,1
900.0,7,4,78.3931,28.2009,0.7354,+1.435419,0.067570,+0.015151,+0.005172,+0.0906,1837.44,811.28,2.2649,72.749,113.668,1.0000,1.0143,0.9857,1
960.0,7,4,45.7776,28.9012,0.6130,+1.483363,0.062972,+0.047945,+0.004658,+0.4699,3468.66,781.09,4.4408,57.427,60.930,1.0000,1.0185,0.9815,1
1020.0,8,4,45.9066,29.5983,0.6080,+1.520777,0.058767,+0.037414,+0.004265,+0.1182,3155.93,751.57,4.1991,68.353,21.470,1.0000,1.0226,0.9774,1
1080.0,10,4,44.4383,30.2918,0.5947,+1.512276,0.055006,-0.008501,+0.003821,-0.0734,1688.05,723.51,2.3332,126.673,113.526,1.0000,1.0265,0.9735,1
1140.0,10,4,663.1349,30.9809,0.9554,+1.528317,0.052040,+0.016041,+0.003026,+0.3871,1894.42,698.64,2.7116,469.724,89.382,1.0000,1.0000,1.0000,1
1200.0,10,4,232.5977,272.1497,0.4608,+1.548044,0.049404,+0.019727,+0.002697,+0.1772,1496.46,671.04,2.2300,205.374,61.383,1.0000,1.0000,1.0000,1
1260.0,10,4,724.3245,67.6225,0.9146,+1.554610,0.046397,+0.006566,+0.003067,+0.0562,1617.36,647.91,2.4963,1730.752,65.723,1.0000,1.0000,1.0000,1
1320.0,10,4,66.7298,30.6205,0.6855,+1.542826,0.043910,-0.011784,+0.002546,-0.0522,1402.23,625.60,2.2414,326.072,64.072,1.0000,1.0050,0.9950,1
1380.0,10,4,223.4597,286.4739,0.4382,+1.525211,0.041986,-0.017615,+0.001985,-0.2526,1410.17,593.36,2.3766,200.812,85.067,1.0000,1.0000,1.0000,1
1440.0,10,4,45.8756,31.4453,0.5933,+1.527772,0.039905,+0.002561,+0.002140,+0.0313,1493.02,572.76,2.6067,159.802,113.063,1.0000,1.0050,0.9950,1
1500.0,9,5,61.1831,50.8678,0.5460,+1.559803,0.038024,+0.032031,+0.001941,+0.4371,1620.12,553.79,2.9255,82.944,67.134,1.0000,1.0000,1.0000,1
1560.0,9,5,45.4031,33.0364,0.5788,+1.568491,0.036290,+0.008688,+0.001794,+0.1157,1453.38,534.17,2.7208,68.234,100.375,1.0000,1.0050,0.9950,1
1620.0,9,5,185.4004,51.2553,0.7834,+1.598932,0.034693,+0.030441,+0.001657,+0.1638,995.66,516.13,1.9291,87.287,116.303,1.0000,1.0000,1.0000,1
1680.0,9,5,620.8622,87.8435,0.8761,+1.597412,0.033383,-0.001521,+0.001370,-0.0122,1683.86,499.10,3.3738,218.028,92.158,1.0000,1.0000,1.0000,1
1740.0,9,5,45.8523,34.3252,0.5719,+1.593354,0.032000,-0.004058,+0.001443,-0.0291,1645.54,484.30,3.3978,114.972,64.942,1.0000,1.0050,0.9950,1
1800.0,10,5,44.1974,14.0182,0.7592,+1.604069,0.031058,+0.010715,+0.001002,+0.0726,1554.44,472.42,3.2904,74.210,123.899,1.0000,1.0098,0.9902,1
1860.0,10,5,43.5808,14.3426,0.7524,+1.603917,0.030177,-0.000152,+0.000940,-0.0010,1584.16,461.33,3.4339,407.501,86.173,1.0000,1.0143,0.9857,1
1920.0,9,5,42.5043,14.6663,0.7435,+1.603374,0.029389,-0.000543,+0.000848,-0.1864,1689.18,451.64,3.7401,244.183,90.341,1.0000,1.0185,0.9815,1
1980.0,8,5,41.9486,14.9895,0.7367,+1.611837,0.028643,+0.008463,+0.000806,+0.0944,1781.43,442.37,4.0270,136.679,65.465,1.0000,1.0226,0.9774,1
2040.0,8,5,41.3742,15.3119,0.7299,+1.594855,0.027933,-0.016981,+0.000770,-0.0650,1858.48,433.38,4.2884,78.965,72.902,1.0000,1.0265,0.9735,1
2100.0,8,5,40.8145,15.6335,0.7230,+1.585032,0.027255,-0.009824,+0.000738,-0.0495,1939.77,424.66,4.5679,80.728,79.414,1.0000,1.0302,0.9698,1
2160.0,9,5,40.2700,1036.3628,0.0374,+1.605206,0.026145,+0.020175,+0.001170,+1.8909,1992.54,405.60,4.9125,86.269,86.521,1.0000,1.0000,1.0000,1
2220.0,9,5,114.2669,247.0849,0.3162,+1.645165,0.025224,+0.039959,+0.000980,+0.6085,1708.09,393.64,4.3393,91.197,112.126,1.0000,1.0000,1.0000,1
2280.0,10,5,1526.0844,37.9691,0.9757,+1.647391,0.024129,+0.002225,+0.001155,+0.0124,1922.16,382.13,5.0301,116.979,111.501,1.0000,1.0000,1.0000,1
2340.0,9,5,1754.1094,145.1286,0.9236,+1.661441,0.023341,+0.014051,+0.000849,+0.6798,824.28,368.06,2.2396,78.731,71.207,1.0000,1.0000,1.0000,1
2400.0,10,5,44.8379,15.7743,0.7398,+1.655959,0.022830,-0.005482,+0.000571,-0.0288,1792.35,360.04,4.9782,56.496,66.466,1.0000,1.0050,0.9950,1
2460.0,10,5,41.6267,16.1291,0.7207,+1.650616,0.022357,-0.005343,+0.000533,-0.0267,1906.46,353.02,5.4004,43.035,80.386,1.0000,1.0098,0.9902,1
2520.0,9,5,847.1901,712.7111,0.5431,+1.650073,0.021668,-0.000543,+0.000750,-0.0050,2158.37,336.74,6.4096,48.647,76.598,1.0000,1.0000,1.0000,1
2580.0,9,5,41.3482,16.3583,0.7165,+1.637153,0.021244,-0.012920,+0.000483,-0.1905,2412.86,329.88,7.3143,109.289,109.459,1.0000,1.0050,0.9950,1
2640.0,9,5,40.6491,16.7213,0.7085,+1.653445,0.020842,+0.016292,+0.000462,+0.3471,2482.73,324.08,7.6609,296.013,102.485,1.0000,1.0098,0.9902,1
2700.0,9,5,40.6822,17.0830,0.7043,+1.650369,0.020458,-0.003076,+0.000444,-0.0351,2526.13,319.92,7.8960,138.892,79.489,1.0000,1.0143,0.9857,1
2760.0,9,5,39.3144,17.4432,0.6927,+1.650245,0.020087,-0.000124,+0.000431,-0.0014,2610.83,315.96,8.2631,42.415,49.443,1.0000,1.0185,0.9815,1
2820.0,9,5,38.6844,17.8019,0.6848,+1.642990,0.019728,-0.007256,+0.000419,-0.0984,2661.30,312.09,8.5273,56.185,41.236,1.0000,1.0226,0.9774,1
2880.0,9,5,38.4826,18.1592,0.6794,+1.639597,0.019380,-0.003393,+0.000408,-0.0243,2630.06,308.27,8.5317,69.220,81.693,1.0000,1.0265,0.9735,1
2940.0,9,5,258.1037,2344.4677,0.0992,+1.637347,0.018818,-0.002250,+0.000621,-0.0255,1468.96,300.40,4.8900,81.155,69.525,1.0000,1.0000,1.0000,1
3000.0,9,4,882.2174,2235.6910,0.2830,+1.631627,0.018310,-0.005721,+0.000568,-0.1431,928.99,293.58,3.1644,80.935,61.683,1.0000,1.0000,1.0000,1
3060.0,9,5,42.6879,222.1396,0.1612,+1.637158,0.017821,+0.005532,+0.000549,+0.0214,2656.92,288.60,9.2064,884.697,53.999,1.0000,1.0000,1.0000,1
3120.0,9,4,40.4119,17.8014,0.6942,+1.644683,0.017527,+0.007525,+0.000354,+1.8220,2696.55,284.89,9.4651,796.767,23.813,1.0000,0.9950,1.0050,1
3180.0,9,4,159.3815,2472.8917,0.0605,+1.654306,0.017202,+0.009623,+0.000385,+1.1484,2651.32,279.75,9.4774,361.285,13.693,1.0000,1.0000,1.0000,1
3240.0,9,4,37.9178,18.2166,0.6755,+1.658812,0.016926,+0.004505,+0.000336,+0.0609,2595.55,276.09,9.4010,231.235,18.974,1.0000,0.9950,1.0050,1
3300.0,10,4,37.9960,101.6561,0.2721,+1.657753,0.016529,-0.001058,+0.000457,-0.0123,2429.72,272.35,8.9214,162.489,32.372,1.0000,0.9902,1.0098,1
3360.0,9,4,37.9026,229.5987,0.1417,+1.670988,0.016178,+0.013235,+0.000411,+6.2257,2592.17,268.37,9.6590,129.150,55.083,1.0000,1.0000,1.0000,1
3420.0,8,4,37.9672,18.8459,0.6683,+1.666966,0.015947,-0.004022,+0.000291,-0.0468,2482.58,264.92,9.3710,106.064,24.543,1.0000,0.9950,1.0050,1
3480.0,8,4,36.7538,60.5435,0.3777,+1.674503,0.015604,+0.007537,+0.000403,+0.0811,3575.37,261.31,13.6826,65.340,45.110,1.0000,0.9902,1.0098,1
3540.0,8,4,36.8148,1081.8799,0.0329,+1.663973,0.015340,-0.010530,+0.000324,-0.0730,3613.62,257.25,14.0471,81.523,26.000,1.0000,1.0000,1.0000,1
3600.0,8,4,295.5326,243.8653,0.5479,+1.671775,0.015020,+0.007802,+0.000380,+0.2425,2362.12,252.43,9.3576,89.569,38.814,1.0000,1.0000,1.0000,1
3660.0,8,4,35.7230,19.6976,0.6446,+1.674606,0.014818,+0.002831,+0.000262,+0.0192,2387.09,248.84,9.5929,91.046,68.120,1.0000,0.9950,1.0050,1
3720.0,8,4,35.7333,19.7153,0.6444,+1.663718,0.014622,-0.010887,+0.000256,-0.0607,2358.63,245.44,9.6097,66.918,53.315,1.0000,0.9902,1.0098,1
3780.0,8,4,35.7895,19.7425,0.6445,+1.668341,0.014432,+0.004622,+0.000250,+0.0633,2329.27,242.15,9.6191,57.677,93.540,1.0000,0.9857,1.0143,1
3840.0,7,4,177.9611,44.0289,0.8017,+1.669435,0.014122,+0.001094,+0.000370,+0.1647,3818.55,236.80,16.1259,1050.637,68.068,1.0000,1.0000,1.0000,1
3900.0,7,4,34.4808,20.5650,0.6264,+1.676338,0.013940,+0.006902,+0.000242,+0.3278,5226.45,233.20,22.4120,124.342,72.872,1.0000,0.9950,1.0050,1
3960.0,7,4,34.5827,20.5782,0.6269,+1.677512,0.013765,+0.001174,+0.000234,+0.0075,5396.12,229.90,23.4717,127.952,83.340,1.0000,0.9902,1.0098,1
4020.0,7,4,679.5940,1182.1534,0.3650,+1.675656,0.013526,-0.001856,+0.000299,-0.2459,5349.34,226.00,23.6694,96.148,42.574,1.0000,1.0000,1.0000,1
4080.0,7,4,33.7774,21.2266,0.6141,+1.676410,0.013347,+0.000754,+0.000239,+0.0069,5810.26,222.74,26.0854,114.938,25.210,1.0000,0.9950,1.0050,1
4140.0,7,4,33.8991,21.2364,0.6148,+1.668137,0.013179,-0.008273,+0.000228,-0.3096,5962.55,219.66,27.1443,97.558,30.929,1.0000,0.9902,1.0098,1
4200.0,7,4,578.9441,45.4681,0.9272,+1.676030,0.012913,+0.007893,+0.000326,+0.0428,8058.57,213.45,37.7533,117.896,42.318,1.0000,1.0000,1.0000,1
4260.0,7,5,417.2878,269.7508,0.6074,+1.680818,0.012687,+0.004788,+0.000286,+0.0225,2902.73,208.97,13.8909,75.851,76.901,1.0000,1.0000,1.0000,1
4320.0,8,5,33.0210,168.1348,0.1642,+1.685365,0.012473,+0.004547,+0.000274,+0.0444,3122.55,204.68,15.2556,76.895,78.642,1.0000,1.0000,1.0000,1
4380.0,7,5,32.7985,78.6345,0.2943,+1.673258,0.012268,-0.012107,+0.000265,-0.0873,6530.24,201.74,32.3698,215.497,26.531,1.0000,1.0000,1.0000,1
4440.0,7,5,32.6359,22.6105,0.5907,+1.673153,0.012137,-0.000105,+0.000192,-0.0013,6592.93,199.24,33.0906,144.069,45.075,1.0000,1.0000,1.0000,1
4500.0,7,5,32.4853,22.8397,0.5872,+1.677789,0.012009,+0.004636,+0.000188,+0.7758,6620.65,196.90,33.6245,154.949,93.575,1.0000,1.0000,1.0000,1
4560.0,7,5,32.3472,23.0701,0.5837,+1.671517,0.011883,-0.006272,+0.000186,-0.1264,6613.06,194.63,33.9768,170.135,128.030,1.0000,1.0000,1.0000,1
4620.0,7,5,248.1654,201.8037,0.5515,+1.674837,0.011681,+0.003320,+0.000262,+0.0707,6530.68,191.32,34.1345,123.645,88.364,1.0000,1.0000,1.0000,1
4680.0,7,5,32.1096,23.5346,0.5771,+1.680737,0.011554,+0.005901,+0.000187,+0.4710,6499.58,188.79,34.4281,144.172,84.377,1.0000,1.0000,1.0000,1
4740.0,7,5,32.0109,23.7686,0.5739,+1.684845,0.011433,+0.004108,+0.000181,+0.1590,6401.15,186.46,34.3298,111.331,68.468,1.0000,1.0000,1.0000,1
4800.0,7,5,795.1057,47.5822,0.9435,+1.685234,0.011257,+0.000389,+0.000236,+0.0037,5972.82,179.24,33.3226,94.937,47.765,1.0000,1.0000,1.0000,1
4860.0,7,5,31.8549,24.2405,0.5679,+1.677053,0.011143,-0.008181,+0.000174,-1.9547,6145.71,176.49,34.8214,445.716,143.644,1.0000,1.0050,0.9950,1
4920.0,7,5,103.0268,48.2334,0.6811,+1.682274,0.010978,+0.005221,+0.000225,+0.0751,5989.06,174.27,34.3671,284.730,62.262,1.0000,1.0098,0.9902,1
4980.0,7,5,1078.1692,1047.6219,0.5072,+1.684948,0.010720,+0.002674,+0.000318,+0.0237,5467.37,169.05,32.3409,167.484,61.121,1.0000,1.0000,1.0000,1
5040.0,7,5,31.7285,24.9578,0.5597,+1.691469,0.010597,+0.006521,+0.000183,+0.0720,5690.26,166.55,34.1655,126.526,45.607,1.0000,1.0050,0.9950,1
5100.0,7,5,31.6536,25.4533,0.5543,+1.700561,0.010488,+0.009092,+0.000169,+2.1764,5269.45,164.57,32.0203,127.410,98.846,1.0000,1.0098,0.9902,1
5160.0,7,5,31.1089,25.9458,0.5452,+1.699237,0.010387,-0.001325,+0.000160,-0.0588,5435.82,162.83,33.3832,115.718,115.350,1.0000,1.0143,0.9857,1
5220.0,7,5,30.8499,26.4351,0.5385,+1.703113,0.010292,+0.003877,+0.000156,+0.0557,5311.03,161.21,32.9455,168.155,194.110,1.0000,1.0185,0.9815,1
5280.0,7,5,1228.0213,1025.1139,0.5450,+1.704382,0.010156,+0.001269,+0.000196,+0.0099,4016.27,159.04,25.2539,184.985,187.575,1.0000,1.0000,1.0000,1
5340.0,7,4,31.8178,26.1579,0.5488,+1.703372,0.010054,-0.001010,+0.000162,-0.0218,4961.85,157.26,31.5510,66.982,81.131,1.0000,1.0046,0.9954,1
5400.0,7,4,394.2751,269.3568,0.5941,+1.718924,0.009909,+0.015552,+0.000204,+0.1536,4138.15,146.80,28.1899,173.876,167.045,1.0000,1.0000,1.0000,1
5460.0,7,4,347.6352,48.2683,0.8781,+1.719416,0.009780,+0.000492,+0.000189,+0.0107,8140.00,142.60,57.0846,102.576,58.040,1.0000,1.0000,1.0000,1
5520.0,7,4,32.0567,26.9073,0.5437,+1.709296,0.009697,-0.010120,+0.000143,-0.0783,4606.61,140.60,32.7647,55.977,87.873,1.0000,1.0050,0.9950,1
5580.0,7,4,31.8482,27.4332,0.5372,+1.705032,0.009617,-0.004264,+0.000140,-0.0787,4526.09,139.18,32.5203,160.515,77.384,1.0000,1.0098,0.9902,1
5640.0,7,4,3360.4686,2268.8009,0.5970,+1.707911,0.009467,+0.002879,+0.000211,+0.0125,2302.68,135.40,17.0061,186.538,147.974,1.0000,1.0000,1.0000,1
5700.0,7,4,32.4357,48.3928,0.4013,+1.707208,0.009330,-0.000703,+0.000197,-0.0444,4319.18,133.80,32.2817,45.604,88.974,1.0000,1.0050,0.9950,1
5760.0,7,4,32.2696,48.9038,0.3975,+1.711263,0.009214,+0.004054,+0.000176,+0.1220,4258.27,132.77,32.0722,170.913,114.544,1.0000,1.0098,0.9902,1
5820.0,7,4,286.3960,382.7475,0.4280,+1.714780,0.009114,+0.003517,+0.000160,+0.0689,5603.60,131.91,42.4794,186.774,191.898,1.0000,1.0000,1.0000,1
5880.0,7,4,32.9538,48.4540,0.4048,+1.718783,0.009012,+0.004003,+0.000162,+0.3417,4090.93,130.95,31.2398,282.242,42.112,1.0000,1.0050,0.9950,1
5940.0,7,4,32.8279,48.9576,0.4014,+1.721288,0.008915,+0.002505,+0.000157,+0.0294,4046.07,130.24,31.0660,141.597,115.020,1.0000,1.0098,0.9902,1
6000.0,7,4,101.8499,49.4416,0.6732,+1.727855,0.008815,+0.006567,+0.000161,+0.0727,6548.20,129.57,50.5383,140.701,128.314,1.0000,1.0000,1.0000,1
6060.0,7,4,39.8758,48.4931,0.4512,+1.729625,0.008721,+0.001770,+0.000154,+0.0912,3768.17,129.01,29.2087,135.657,103.512,1.0000,1.0050,0.9950,1
6120.0,7,4,39.8656,1986.3042,0.0197,+1.718920,0.008625,-0.010705,+0.000156,-2.5873,3302.91,128.23,25.7567,214.370,200.618,1.0000,1.0000,1.0000,1
6180.0,7,4,39.4466,48.5093,0.4485,+1.720061,0.008534,+0.001141,+0.000151,+0.0882,3712.51,127.67,29.0796,118.630,43.489,1.0000,0.9950,1.0050,1
6240.0,7,4,39.6927,48.0334,0.4525,+1.715938,0.008449,-0.004123,+0.000145,-1.4017,3668.93,127.12,28.8618,148.966,77.206,1.0000,0.9902,1.0098,1
6300.0,7,4,1002.8773,2329.0707,0.3010,+1.715800,0.008344,-0.000138,+0.000165,-0.0076,1973.18,126.01,15.6588,129.231,26.131,1.0000,1.0000,1.0000,1
6360.0,7,4,39.1185,48.5222,0.4464,+1.714422,0.008251,-0.001378,+0.000153,-0.0275,3637.67,125.28,29.0358,66.526,25.085,1.0000,0.9950,1.0050,1
6420.0,7,4,39.4808,48.0425,0.4511,+1.711446,0.008169,-0.002976,+0.000142,-0.0467,3593.39,124.66,28.8256,143.006,124.507,1.0000,0.9902,1.0098,1
6480.0,7,4,39.8654,47.5926,0.4558,+1.709345,0.008093,-0.002101,+0.000136,-0.2219,3548.44,124.09,28.5963,122.969,116.446,1.0000,0.9857,1.0143,1
6540.0,7,4,40.2722,47.1702,0.4606,+1.705477,0.008020,-0.003868,+0.000133,-0.0690,3502.21,123.53,28.3514,124.070,114.758,1.0000,0.9815,1.0185,1
6600.0,7,4,40.7006,46.7736,0.4653,+1.714683,0.007949,+0.009206,+0.000131,+0.3805,3454.27,122.97,28.0909,160.863,108.007,1.0000,0.9774,1.0226,1
